CustomerID,Churn_ID,Churn
C2310,CHN2310,No
C2311,CHN2311,No
C2312,CHN2312,No
C2313,CHN2313,No
C2314,CHN2314,No
C2315,CHN2315,No
C2316,CHN2316,No
C2317,CHN2317,No
C2318,CHN2318,No
C2319,CHN2319,No
C2320,CHN2320,No
C2321,CHN2321,No
C2322,CHN2322,No
C2323,CHN2323,No
C2324,CHN2324,Yes
C2325,CHN2325,Yes
C2326,CHN2326,No
C2327,CHN2327,No
C2328,CHN2328,No
C2329,CHN2329,No
C2330,CHN2330,No
C2331,CHN2331,No
C2332,CHN2332,No
C2333,CHN2333,No
C2334,CHN2334,No
C2335,CHN2335,No
C2336,CHN2336,No
C2337,CHN2337,Yes
C2338,CHN2338,Yes
C2339,CHN2339,No
C2340,CHN2340,Yes
C2341,CHN2341,No
C2342,CHN2342,No
C2343,CHN2343,No
C2344,CHN2344,No
C2345,CHN2345,No
C2346,CHN2346,No
C2347,CHN2347,No
C2348,CHN2348,No
C2349,CHN2349,No
C2350,CHN2350,No
C2351,CHN2351,No
C2352,CHN2352,No
C2353,CHN2353,No
C2354,CHN2354,No
C2355,CHN2355,No
C2356,CHN2356,No
C2357,CHN2357,No
C2358,CHN2358,No
C2359,CHN2359,No
C2360,CHN2360,No
C2361,CHN2361,No
C2362,CHN2362,Yes
C2363,CHN2363,No
C2364,CHN2364,No
C2365,CHN2365,No
C2366,CHN2366,No
C2367,CHN2367,Yes
C2368,CHN2368,Yes
C2369,CHN2369,No
C2370,CHN2370,No
C2371,CHN2371,No
C2372,CHN2372,No
C2373,CHN2373,No
C2374,CHN2374,No
C2375,CHN2375,No
C2376,CHN2376,No
C2377,CHN2377,No
C2378,CHN2378,No
C2379,CHN2379,Yes
C2380,CHN2380,Yes
C2381,CHN2381,No
C2382,CHN2382,No
C2383,CHN2383,No
C2384,CHN2384,No
C2385,CHN2385,No
C2386,CHN2386,No
C2387,CHN2387,No
C2388,CHN2388,No
C2389,CHN2389,No
C2390,CHN2390,No
C2391,CHN2391,No
C2392,CHN2392,No
C2393,CHN2393,No
C2394,CHN2394,Yes
C2395,CHN2395,No
C2396,CHN2396,No
C2397,CHN2397,No
C2398,CHN2398,Yes
C2399,CHN2399,No
C2400,CHN2400,No
C2401,CHN2401,No
C2402,CHN2402,No
C2403,CHN2403,No
C2404,CHN2404,No
C2405,CHN2405,No
C2406,CHN2406,Yes
C2407,CHN2407,Yes
C2408,CHN2408,Yes
C2409,CHN2409,No
C2410,CHN2410,No
C2411,CHN2411,No
C2412,CHN2412,No
C2413,CHN2413,Yes
C2414,CHN2414,No
C2415,CHN2415,No
C2416,CHN2416,Yes
C2417,CHN2417,No
C2418,CHN2418,No
C2419,CHN2419,No
C2420,CHN2420,No
C2421,CHN2421,No
C2422,CHN2422,No
C2423,CHN2423,No
C2424,CHN2424,No
C2425,CHN2425,Yes
C2426,CHN2426,No
C2427,CHN2427,No
C2428,CHN2428,Yes
C2429,CHN2429,Yes
C2430,CHN2430,No
C2431,CHN2431,No
C2432,CHN2432,Yes
C2433,CHN2433,No
C2434,CHN2434,No
C2435,CHN2435,No
C2436,CHN2436,No
C2437,CHN2437,No
C2438,CHN2438,No
C2439,CHN2439,Yes
C2440,CHN2440,No
C2441,CHN2441,No
C2442,CHN2442,No
C2443,CHN2443,Yes
C2444,CHN2444,No
C2445,CHN2445,Yes
C2446,CHN2446,No
C2447,CHN2447,Yes
C2448,CHN2448,No
C2449,CHN2449,Yes
C2450,CHN2450,No
C2451,CHN2451,No
C2452,CHN2452,Yes
C2453,CHN2453,Yes
C2454,CHN2454,No
C2455,CHN2455,No
C2456,CHN2456,Yes
C2457,CHN2457,No
C2458,CHN2458,No
C2459,CHN2459,No
C2460,CHN2460,No
C2461,CHN2461,No
C2462,CHN2462,No
C2463,CHN2463,No
C2464,CHN2464,No
C2465,CHN2465,Yes
C2466,CHN2466,Yes
C2467,CHN2467,No
C2468,CHN2468,No
C2469,CHN2469,Yes
C2470,CHN2470,No
C2471,CHN2471,No
C2472,CHN2472,Yes
C2473,CHN2473,No
C2474,CHN2474,No
C2475,CHN2475,No
C2476,CHN2476,No
C2477,CHN2477,No
C2478,CHN2478,No
C2479,CHN2479,No
C2480,CHN2480,No
C2481,CHN2481,Yes
C2482,CHN2482,No
C2483,CHN2483,No
C2484,CHN2484,Yes
C2485,CHN2485,No
C2486,CHN2486,Yes
C2487,CHN2487,No
C2488,CHN2488,No
C2489,CHN2489,Yes
C2490,CHN2490,No
C2491,CHN2491,No
C2492,CHN2492,No
C2493,CHN2493,Yes
C2494,CHN2494,No
C2495,CHN2495,Yes
C2496,CHN2496,No
C2497,CHN2497,No
C2498,CHN2498,No
C2499,CHN2499,No
C2500,CHN2500,No
C2501,CHN2501,No
C2502,CHN2502,No
C2503,CHN2503,No
C2504,CHN2504,No
C2505,CHN2505,Yes
C2506,CHN2506,No
C2507,CHN2507,No
C2508,CHN2508,No
C2509,CHN2509,No
C2510,CHN2510,No
C2511,CHN2511,Yes
C2512,CHN2512,No
C2513,CHN2513,No
C2514,CHN2514,No
C2515,CHN2515,Yes
C2516,CHN2516,No
C2517,CHN2517,Yes
C2518,CHN2518,Yes
C2519,CHN2519,No
C2520,CHN2520,No
C2521,CHN2521,No
C2522,CHN2522,Yes
C2523,CHN2523,No
C2524,CHN2524,No
C2525,CHN2525,No
C2526,CHN2526,No
C2527,CHN2527,Yes
C2528,CHN2528,Yes
C2529,CHN2529,Yes
C2530,CHN2530,Yes
C2531,CHN2531,No
C2532,CHN2532,No
C2533,CHN2533,No
C2534,CHN2534,No
C2535,CHN2535,No
C2536,CHN2536,No
C2537,CHN2537,Yes
C2538,CHN2538,No
C2539,CHN2539,No
C2540,CHN2540,No
C2541,CHN2541,No
C2542,CHN2542,No
C2543,CHN2543,No
C2544,CHN2544,Yes
C2545,CHN2545,No
C2546,CHN2546,No
C2547,CHN2547,No
C2548,CHN2548,No
C2549,CHN2549,No
C2550,CHN2550,No
C2551,CHN2551,No
C2552,CHN2552,No
C2553,CHN2553,No
C2554,CHN2554,No
C2555,CHN2555,No
C2556,CHN2556,No
C2557,CHN2557,No
C2558,CHN2558,No
C2559,CHN2559,No
C2560,CHN2560,No
C2561,CHN2561,Yes
C2562,CHN2562,No
C2563,CHN2563,No
C2564,CHN2564,Yes
C2565,CHN2565,Yes
C2566,CHN2566,No
C2567,CHN2567,No
C2568,CHN2568,Yes
C2569,CHN2569,No
C2570,CHN2570,No
C2571,CHN2571,Yes
C2572,CHN2572,No
C2573,CHN2573,No
C2574,CHN2574,Yes
C2575,CHN2575,Yes
C2576,CHN2576,No
C2577,CHN2577,No
C2578,CHN2578,Yes
C2579,CHN2579,Yes
C2580,CHN2580,No
C2581,CHN2581,No
C2582,CHN2582,No
C2583,CHN2583,No
C2584,CHN2584,No
C2585,CHN2585,No
C2586,CHN2586,No
C2587,CHN2587,No
C2588,CHN2588,No
C2589,CHN2589,No
C2590,CHN2590,Yes
C2591,CHN2591,No
C2592,CHN2592,No
C2593,CHN2593,No
C2594,CHN2594,No
C2595,CHN2595,No
C2596,CHN2596,No
C2597,CHN2597,No
C2598,CHN2598,No
C2599,CHN2599,No
C2600,CHN2600,No
C2601,CHN2601,No
C2602,CHN2602,No
C2603,CHN2603,No
C2604,CHN2604,No
C2605,CHN2605,No
C2606,CHN2606,No
C2607,CHN2607,No
C2608,CHN2608,Yes
C2609,CHN2609,Yes
C2610,CHN2610,Yes
C2611,CHN2611,Yes
C2612,CHN2612,Yes
C2613,CHN2613,No
C2614,CHN2614,Yes
C2615,CHN2615,Yes
C2616,CHN2616,No
C2617,CHN2617,Yes
C2618,CHN2618,Yes
C2619,CHN2619,No
C2620,CHN2620,Yes
C2621,CHN2621,No
C2622,CHN2622,No
C2623,CHN2623,No
C2624,CHN2624,No
C2625,CHN2625,No
C2626,CHN2626,No
C2627,CHN2627,No
C2628,CHN2628,No
C2629,CHN2629,No
C2630,CHN2630,Yes
C2631,CHN2631,No
C2632,CHN2632,Yes
C2633,CHN2633,No
C2634,CHN2634,No
C2635,CHN2635,Yes
C2636,CHN2636,No
C2637,CHN2637,No
C2638,CHN2638,No
C2639,CHN2639,Yes
C2640,CHN2640,Yes
C2641,CHN2641,No
C2642,CHN2642,No
C2643,CHN2643,Yes
C2644,CHN2644,Yes
C2645,CHN2645,Yes
C2646,CHN2646,No
C2647,CHN2647,No
C2648,CHN2648,No
C2649,CHN2649,No
C2650,CHN2650,No
C2651,CHN2651,No
C2652,CHN2652,Yes
C2653,CHN2653,No
C2654,CHN2654,No
C2655,CHN2655,Yes
C2656,CHN2656,Yes
C2657,CHN2657,No
C2658,CHN2658,No
C2659,CHN2659,No
C2660,CHN2660,No
C2661,CHN2661,No
C2662,CHN2662,No
C2663,CHN2663,Yes
C2664,CHN2664,No
C2665,CHN2665,No
C2666,CHN2666,No
C2667,CHN2667,No
C2668,CHN2668,No
C2669,CHN2669,Yes
C2670,CHN2670,Yes
C2671,CHN2671,No
C2672,CHN2672,No
C2673,CHN2673,No
C2674,CHN2674,Yes
C2675,CHN2675,No
C2676,CHN2676,No
C2677,CHN2677,No
C2678,CHN2678,Yes
C2679,CHN2679,No
C2680,CHN2680,Yes
C2681,CHN2681,No
C2682,CHN2682,No
C2683,CHN2683,Yes
C2684,CHN2684,Yes
C2685,CHN2685,No
C2686,CHN2686,No
C2687,CHN2687,Yes
C2688,CHN2688,No
C2689,CHN2689,Yes
C2690,CHN2690,No
C2691,CHN2691,Yes
C2692,CHN2692,No
C2693,CHN2693,No
C2694,CHN2694,No
C2695,CHN2695,No
C2696,CHN2696,No
C2697,CHN2697,No
C2698,CHN2698,No
C2699,CHN2699,No
C2700,CHN2700,No
C2701,CHN2701,No
C2702,CHN2702,No
C2703,CHN2703,No
C2704,CHN2704,Yes
C2705,CHN2705,No
C2706,CHN2706,No
C2707,CHN2707,Yes
C2708,CHN2708,Yes
C2709,CHN2709,Yes
C2710,CHN2710,No
C2711,CHN2711,No
C2712,CHN2712,Yes
C2713,CHN2713,No
C2714,CHN2714,No
C2715,CHN2715,No
C2716,CHN2716,No
C2717,CHN2717,No
C2718,CHN2718,No
C2719,CHN2719,No
C2720,CHN2720,No
C2721,CHN2721,Yes
C2722,CHN2722,Yes
C2723,CHN2723,No
C2724,CHN2724,No
C2725,CHN2725,No
C2726,CHN2726,No
C2727,CHN2727,No
C2728,CHN2728,Yes
C2729,CHN2729,No
C2730,CHN2730,Yes
C2731,CHN2731,No
C2732,CHN2732,No
C2733,CHN2733,No
C2734,CHN2734,No
C2735,CHN2735,No
C2736,CHN2736,No
C2737,CHN2737,No
C2738,CHN2738,No
C2739,CHN2739,No
C2740,CHN2740,No
C2741,CHN2741,Yes
C2742,CHN2742,Yes
C2743,CHN2743,No
C2744,CHN2744,No
C2745,CHN2745,No
C2746,CHN2746,Yes
C2747,CHN2747,No
C2748,CHN2748,No
C2749,CHN2749,Yes
C2750,CHN2750,No
C2751,CHN2751,No
C2752,CHN2752,No
C2753,CHN2753,Yes
C2754,CHN2754,Yes
C2755,CHN2755,No
C2756,CHN2756,No
C2757,CHN2757,Yes
C2758,CHN2758,No
C2759,CHN2759,No
C2760,CHN2760,No
C2761,CHN2761,No
C2762,CHN2762,Yes
C2763,CHN2763,No
C2764,CHN2764,No
C2765,CHN2765,No
C2766,CHN2766,No
C2767,CHN2767,No
C2768,CHN2768,No
C2769,CHN2769,No
C2770,CHN2770,Yes
C2771,CHN2771,Yes
C2772,CHN2772,No
C2773,CHN2773,No
C2774,CHN2774,No
C2775,CHN2775,No
C2776,CHN2776,Yes
C2777,CHN2777,Yes
C2778,CHN2778,No
C2779,CHN2779,No
C2780,CHN2780,Yes
C2781,CHN2781,Yes
C2782,CHN2782,No
C2783,CHN2783,No
C2784,CHN2784,No
C2785,CHN2785,Yes
C2786,CHN2786,No
C2787,CHN2787,No
C2788,CHN2788,No
C2789,CHN2789,No
C2790,CHN2790,No
C2791,CHN2791,Yes
C2792,CHN2792,No
C2793,CHN2793,No
C2794,CHN2794,No
C2795,CHN2795,No
C2796,CHN2796,Yes
C2797,CHN2797,No
C2798,CHN2798,Yes
C2799,CHN2799,Yes
C2800,CHN2800,No
C2801,CHN2801,No
C2802,CHN2802,No
C2803,CHN2803,Yes
C2804,CHN2804,No
C2805,CHN2805,Yes
C2806,CHN2806,No
C2807,CHN2807,No
C2808,CHN2808,No
C2809,CHN2809,No
C2810,CHN2810,No
C2811,CHN2811,No
C2812,CHN2812,No
C2813,CHN2813,Yes
C2814,CHN2814,No
C2815,CHN2815,No
C2816,CHN2816,Yes
C2817,CHN2817,No
C2818,CHN2818,No
C2819,CHN2819,Yes
C2820,CHN2820,No
C2821,CHN2821,No
C2822,CHN2822,Yes
C2823,CHN2823,Yes
C2824,CHN2824,No
C2825,CHN2825,No
C2826,CHN2826,No
C2827,CHN2827,No
C2828,CHN2828,No
C2829,CHN2829,No
C2830,CHN2830,Yes
C2831,CHN2831,No
C2832,CHN2832,Yes
C2833,CHN2833,No
C2834,CHN2834,No
C2835,CHN2835,No
C2836,CHN2836,No
C2837,CHN2837,No
C2838,CHN2838,Yes
C2839,CHN2839,No
C2840,CHN2840,No
C2841,CHN2841,No
C2842,CHN2842,No
C2843,CHN2843,No
C2844,CHN2844,No
C2845,CHN2845,Yes
C2846,CHN2846,No
C2847,CHN2847,No
C2848,CHN2848,No
C2849,CHN2849,No
C2850,CHN2850,No
C2851,CHN2851,No
C2852,CHN2852,No
C2853,CHN2853,No
C2854,CHN2854,No
C2855,CHN2855,No
C2856,CHN2856,No
C2857,CHN2857,No
C2858,CHN2858,No
C2859,CHN2859,No
C2860,CHN2860,No
C2861,CHN2861,No
C2862,CHN2862,Yes
C2863,CHN2863,Yes
C2864,CHN2864,No
C2865,CHN2865,No
C2866,CHN2866,No
C2867,CHN2867,No
C2868,CHN2868,No
C2869,CHN2869,No
C2870,CHN2870,Yes
C2871,CHN2871,No
C2872,CHN2872,Yes
C2873,CHN2873,No
C2874,CHN2874,Yes
C2875,CHN2875,No
C2876,CHN2876,Yes
C2877,CHN2877,No
C2878,CHN2878,Yes
C2879,CHN2879,No
C2880,CHN2880,Yes
C2881,CHN2881,No
C2882,CHN2882,No
C2883,CHN2883,No
C2884,CHN2884,No
C2885,CHN2885,No
C2886,CHN2886,No
C2887,CHN2887,No
C2888,CHN2888,Yes
C2889,CHN2889,Yes
C2890,CHN2890,No
C2891,CHN2891,Yes
C2892,CHN2892,Yes
C2893,CHN2893,No
C2894,CHN2894,Yes
C2895,CHN2895,Yes
C2896,CHN2896,No
C2897,CHN2897,No
C2898,CHN2898,No
C2899,CHN2899,No
C2900,CHN2900,No
C2901,CHN2901,Yes
C2902,CHN2902,No
C2903,CHN2903,No
C2904,CHN2904,No
C2905,CHN2905,Yes
C2906,CHN2906,No
C2907,CHN2907,No
C2908,CHN2908,Yes
C2909,CHN2909,Yes
C2910,CHN2910,No
C2911,CHN2911,No
C2912,CHN2912,Yes
C2913,CHN2913,No
C2914,CHN2914,No
C2915,CHN2915,No
C2916,CHN2916,No
C2917,CHN2917,No
C2918,CHN2918,No
C2919,CHN2919,No
C2920,CHN2920,No
C2921,CHN2921,No
C2922,CHN2922,Yes
C2923,CHN2923,Yes
C2924,CHN2924,No
C2925,CHN2925,Yes
C2926,CHN2926,No
C2927,CHN2927,No
C2928,CHN2928,No
C2929,CHN2929,No
C2930,CHN2930,No
C2931,CHN2931,No
C2932,CHN2932,No
C2933,CHN2933,No
C2934,CHN2934,No
C2935,CHN2935,No
C2936,CHN2936,No
C2937,CHN2937,No
C2938,CHN2938,No
C2939,CHN2939,No
C2940,CHN2940,Yes
C2941,CHN2941,Yes
C2942,CHN2942,No
C2943,CHN2943,No
C2944,CHN2944,No
C2945,CHN2945,No
C2946,CHN2946,No
C2947,CHN2947,No
C2948,CHN2948,No
C2949,CHN2949,Yes
C2950,CHN2950,No
C2951,CHN2951,No
C2952,CHN2952,No
C2953,CHN2953,No
C2954,CHN2954,Yes
C2955,CHN2955,Yes
C2956,CHN2956,Yes
C2957,CHN2957,No
C2958,CHN2958,No
C2959,CHN2959,No
C2960,CHN2960,No
C2961,CHN2961,Yes
C2962,CHN2962,No
C2963,CHN2963,Yes
C2964,CHN2964,No
C2965,CHN2965,No
C2966,CHN2966,Yes
C2967,CHN2967,No
C2968,CHN2968,No
C2969,CHN2969,No
C2970,CHN2970,No
C2971,CHN2971,Yes
C2972,CHN2972,No
C2973,CHN2973,No
C2974,CHN2974,Yes
C2975,CHN2975,Yes
C2976,CHN2976,No
C2977,CHN2977,No
C2978,CHN2978,No
C2979,CHN2979,No
C2980,CHN2980,No
C2981,CHN2981,No
C2982,CHN2982,No
C2983,CHN2983,No
C2984,CHN2984,No
C2985,CHN2985,No
C2986,CHN2986,No
C2987,CHN2987,No
C2988,CHN2988,No
C2989,CHN2989,No
C2990,CHN2990,No
C2991,CHN2991,Yes
C2992,CHN2992,No
C2993,CHN2993,No
C2994,CHN2994,No
C2995,CHN2995,No
C2996,CHN2996,No
C2997,CHN2997,No
C2998,CHN2998,Yes
C2999,CHN2999,No
C3000,CHN3000,No
C3001,CHN3001,Yes
C3002,CHN3002,No
C3003,CHN3003,No
C3004,CHN3004,Yes
C3005,CHN3005,Yes
C3006,CHN3006,No
C3007,CHN3007,Yes
C3008,CHN3008,Yes
C3009,CHN3009,No
C3010,CHN3010,No
C3011,CHN3011,No
C3012,CHN3012,No
C3013,CHN3013,No
C3014,CHN3014,No
C3015,CHN3015,No
C3016,CHN3016,No
C3017,CHN3017,Yes
C3018,CHN3018,No
C3019,CHN3019,No
C3020,CHN3020,Yes
C3021,CHN3021,No
C3022,CHN3022,No
C3023,CHN3023,No
C3024,CHN3024,No
C3025,CHN3025,No
C3026,CHN3026,No
C3027,CHN3027,Yes
C3028,CHN3028,No
C3029,CHN3029,Yes
C3030,CHN3030,Yes
C3031,CHN3031,Yes
C3032,CHN3032,Yes
C3033,CHN3033,No
C3034,CHN3034,No
C3035,CHN3035,Yes
C3036,CHN3036,No
C3037,CHN3037,No
C3038,CHN3038,No
C3039,CHN3039,No
C3040,CHN3040,No
C3041,CHN3041,Yes
C3042,CHN3042,No
C3043,CHN3043,Yes
C3044,CHN3044,Yes
C3045,CHN3045,Yes
C3046,CHN3046,No
C3047,CHN3047,No
C3048,CHN3048,Yes
C3049,CHN3049,No
C3050,CHN3050,Yes
C3051,CHN3051,Yes
C3052,CHN3052,No
C3053,CHN3053,No
C3054,CHN3054,No
C3055,CHN3055,No
C3056,CHN3056,Yes
C3057,CHN3057,No
C3058,CHN3058,No
C3059,CHN3059,Yes
C3060,CHN3060,No
C3061,CHN3061,No
C3062,CHN3062,Yes
C3063,CHN3063,No
C3064,CHN3064,No
C3065,CHN3065,No
C3066,CHN3066,No
C3067,CHN3067,No
C3068,CHN3068,Yes
C3069,CHN3069,No
C3070,CHN3070,No
C3071,CHN3071,No
C3072,CHN3072,No
C3073,CHN3073,No
C3074,CHN3074,No
C3075,CHN3075,No
C3076,CHN3076,No
C3077,CHN3077,Yes
C3078,CHN3078,No
C3079,CHN3079,Yes
C3080,CHN3080,Yes
C3081,CHN3081,No
C3082,CHN3082,Yes
C3083,CHN3083,No
C3084,CHN3084,No
C3085,CHN3085,No
C3086,CHN3086,Yes
C3087,CHN3087,No
C3088,CHN3088,Yes
C3089,CHN3089,No
C3090,CHN3090,No
C3091,CHN3091,Yes
C3092,CHN3092,No
C3093,CHN3093,Yes
C3094,CHN3094,No
C3095,CHN3095,No
C3096,CHN3096,No
C3097,CHN3097,No
C3098,CHN3098,No
C3099,CHN3099,Yes
C3100,CHN3100,No
C3101,CHN3101,No
C3102,CHN3102,No
C3103,CHN3103,Yes
C3104,CHN3104,Yes
C3105,CHN3105,No
C3106,CHN3106,No
C3107,CHN3107,No
C3108,CHN3108,No
C3109,CHN3109,No
C3110,CHN3110,No
C3111,CHN3111,No
C3112,CHN3112,Yes
C3113,CHN3113,No
C3114,CHN3114,No
C3115,CHN3115,No
C3116,CHN3116,Yes
C3117,CHN3117,No
C3118,CHN3118,No
C3119,CHN3119,No
C3120,CHN3120,Yes
C3121,CHN3121,No
C3122,CHN3122,Yes
C3123,CHN3123,No
C3124,CHN3124,No
C3125,CHN3125,No
C3126,CHN3126,No
C3127,CHN3127,No
C3128,CHN3128,Yes
C3129,CHN3129,No
C3130,CHN3130,No
C3131,CHN3131,No
C3132,CHN3132,No
C3133,CHN3133,No
C3134,CHN3134,No
C3135,CHN3135,No
C3136,CHN3136,Yes
C3137,CHN3137,Yes
C3138,CHN3138,No
C3139,CHN3139,Yes
C3140,CHN3140,Yes
C3141,CHN3141,No
C3142,CHN3142,Yes
C3143,CHN3143,Yes
C3144,CHN3144,No
C3145,CHN3145,No
C3146,CHN3146,Yes
C3147,CHN3147,Yes
C3148,CHN3148,No
C3149,CHN3149,No
C3150,CHN3150,No
C3151,CHN3151,No
C3152,CHN3152,No
C3153,CHN3153,No
C3154,CHN3154,No
C3155,CHN3155,No
C3156,CHN3156,No
C3157,CHN3157,No
C3158,CHN3158,Yes
C3159,CHN3159,Yes
C3160,CHN3160,No
C3161,CHN3161,No
C3162,CHN3162,No
C3163,CHN3163,No
C3164,CHN3164,No
C3165,CHN3165,No
C3166,CHN3166,No
C3167,CHN3167,No
C3168,CHN3168,No
C3169,CHN3169,No
C3170,CHN3170,No
C3171,CHN3171,No
C3172,CHN3172,No
C3173,CHN3173,Yes
C3174,CHN3174,No
C3175,CHN3175,No
C3176,CHN3176,Yes
C3177,CHN3177,No
C3178,CHN3178,No
C3179,CHN3179,Yes
C3180,CHN3180,No
C3181,CHN3181,No
C3182,CHN3182,No
C3183,CHN3183,No
C3184,CHN3184,Yes
C3185,CHN3185,No
C3186,CHN3186,Yes
C3187,CHN3187,No
C3188,CHN3188,No
C3189,CHN3189,Yes
C3190,CHN3190,No
C3191,CHN3191,No
C3192,CHN3192,No
C3193,CHN3193,No
C3194,CHN3194,No
C3195,CHN3195,Yes
C3196,CHN3196,No
C3197,CHN3197,No
C3198,CHN3198,Yes
C3199,CHN3199,No
C3200,CHN3200,No
C3201,CHN3201,Yes
C3202,CHN3202,No
C3203,CHN3203,No
C3204,CHN3204,No
C3205,CHN3205,No
C3206,CHN3206,No
C3207,CHN3207,No
C3208,CHN3208,No
C3209,CHN3209,No
C3210,CHN3210,Yes
C3211,CHN3211,No
C3212,CHN3212,No
C3213,CHN3213,No
C3214,CHN3214,No
C3215,CHN3215,No
C3216,CHN3216,No
C3217,CHN3217,Yes
C3218,CHN3218,No
C3219,CHN3219,No
C3220,CHN3220,No
C3221,CHN3221,No
C3222,CHN3222,No
C3223,CHN3223,No
C3224,CHN3224,No
C3225,CHN3225,Yes
C3226,CHN3226,No
C3227,CHN3227,No
C3228,CHN3228,No
C3229,CHN3229,No
C3230,CHN3230,Yes
C3231,CHN3231,No
C3232,CHN3232,No
C3233,CHN3233,No
C3234,CHN3234,No
C3235,CHN3235,No
C3236,CHN3236,No
C3237,CHN3237,No
C3238,CHN3238,No
C3239,CHN3239,No
C3240,CHN3240,No
C3241,CHN3241,Yes
C3242,CHN3242,Yes
C3243,CHN3243,No
C3244,CHN3244,No
C3245,CHN3245,No
C3246,CHN3246,Yes
C3247,CHN3247,Yes
C3248,CHN3248,No
C3249,CHN3249,Yes
C3250,CHN3250,No
C3251,CHN3251,No
C3252,CHN3252,Yes
C3253,CHN3253,No
C3254,CHN3254,No
C3255,CHN3255,No
C3256,CHN3256,No
C3257,CHN3257,No
C3258,CHN3258,No
C3259,CHN3259,No
C3260,CHN3260,No
C3261,CHN3261,Yes
C3262,CHN3262,No
C3263,CHN3263,Yes
C3264,CHN3264,No
C3265,CHN3265,No
C3266,CHN3266,Yes
C3267,CHN3267,No
C3268,CHN3268,No
C3269,CHN3269,No
C3270,CHN3270,No
C3271,CHN3271,No
C3272,CHN3272,Yes
C3273,CHN3273,Yes
C3274,CHN3274,Yes
C3275,CHN3275,No
C3276,CHN3276,No
C3277,CHN3277,Yes
C3278,CHN3278,No
C3279,CHN3279,No
C3280,CHN3280,No
C3281,CHN3281,No
C3282,CHN3282,No
C3283,CHN3283,No
C3284,CHN3284,No
C3285,CHN3285,No
C3286,CHN3286,No
C3287,CHN3287,Yes
C3288,CHN3288,Yes
C3289,CHN3289,No
C3290,CHN3290,No
C3291,CHN3291,No
C3292,CHN3292,No
C3293,CHN3293,No
C3294,CHN3294,No
C3295,CHN3295,Yes
C3296,CHN3296,No
C3297,CHN3297,No
C3298,CHN3298,No
C3299,CHN3299,No
C3300,CHN3300,No
C3301,CHN3301,No
C3302,CHN3302,Yes
C3303,CHN3303,Yes
C3304,CHN3304,Yes
C3305,CHN3305,No
C3306,CHN3306,No
C3307,CHN3307,No
C3308,CHN3308,No
C3309,CHN3309,No
C3310,CHN3310,No
C3311,CHN3311,Yes
C3312,CHN3312,No
C3313,CHN3313,No
C3314,CHN3314,No
C3315,CHN3315,No
C3316,CHN3316,No
C3317,CHN3317,No
C3318,CHN3318,No
C3319,CHN3319,Yes
C3320,CHN3320,Yes
C3321,CHN3321,No
C3322,CHN3322,No
C3323,CHN3323,Yes
C3324,CHN3324,No
C3325,CHN3325,No
C3326,CHN3326,Yes
C3327,CHN3327,Yes
C3328,CHN3328,No
C3329,CHN3329,No
C3330,CHN3330,No
C3331,CHN3331,Yes
C3332,CHN3332,No
C3333,CHN3333,Yes
C3334,CHN3334,No
C3335,CHN3335,Yes
C3336,CHN3336,No
C3337,CHN3337,No
C3338,CHN3338,No
C3339,CHN3339,Yes
C3340,CHN3340,No
C3341,CHN3341,Yes
C3342,CHN3342,No
C3343,CHN3343,No
C3344,CHN3344,No
C3345,CHN3345,Yes
C3346,CHN3346,No
C3347,CHN3347,No
C3348,CHN3348,No
C3349,CHN3349,No
C3350,CHN3350,Yes
C3351,CHN3351,Yes
C3352,CHN3352,Yes
C3353,CHN3353,Yes
C3354,CHN3354,No
C3355,CHN3355,No
C3356,CHN3356,No
C3357,CHN3357,Yes
C3358,CHN3358,Yes
C3359,CHN3359,No
C3360,CHN3360,No
C3361,CHN3361,Yes
C3362,CHN3362,No
C3363,CHN3363,Yes
C3364,CHN3364,No
C3365,CHN3365,Yes
C3366,CHN3366,No
C3367,CHN3367,No
C3368,CHN3368,No
C3369,CHN3369,No
C3370,CHN3370,No
C3371,CHN3371,No
C3372,CHN3372,Yes
C3373,CHN3373,No
C3374,CHN3374,Yes
C3375,CHN3375,Yes
C3376,CHN3376,No
C3377,CHN3377,No
C3378,CHN3378,No
C3379,CHN3379,No
C3380,CHN3380,No
C3381,CHN3381,Yes
C3382,CHN3382,No
C3383,CHN3383,No
C3384,CHN3384,Yes
C3385,CHN3385,Yes
C3386,CHN3386,Yes
C3387,CHN3387,No
C3388,CHN3388,No
C3389,CHN3389,No
C3390,CHN3390,No
C3391,CHN3391,No
C3392,CHN3392,No
C3393,CHN3393,No
C3394,CHN3394,No
C3395,CHN3395,No
C3396,CHN3396,No
C3397,CHN3397,No
C3398,CHN3398,No
C3399,CHN3399,No
C3400,CHN3400,No
C3401,CHN3401,No
C3402,CHN3402,No
C3403,CHN3403,Yes
C3404,CHN3404,No
C3405,CHN3405,No
C3406,CHN3406,No
C3407,CHN3407,No
C3408,CHN3408,No
C3409,CHN3409,Yes
C3410,CHN3410,No
C3411,CHN3411,Yes
C3412,CHN3412,Yes
C3413,CHN3413,No
C3414,CHN3414,No
C3415,CHN3415,No
C3416,CHN3416,Yes
C3417,CHN3417,No
C3418,CHN3418,No
C3419,CHN3419,No
C3420,CHN3420,No
C3421,CHN3421,No
C3422,CHN3422,No
C3423,CHN3423,No
C3424,CHN3424,Yes
C3425,CHN3425,Yes
C3426,CHN3426,No
