CustomerID,Contract_ID,Billing_ID,Subscription_ID,Churn_ID,MonthlyCharges,TotalCharges,Churn
C2958,CONT2958,BILL2958,SUB2958,CHN2958,80.3,324.2,No
C2959,CONT2959,BILL2959,SUB2959,CHN2959,19.55,19.55,No
C2960,CONT2960,BILL2960,SUB2960,CHN2960,100.75,2793.55,No
C2961,CONT2961,BILL2961,SUB2961,CHN2961,100.75,2095,Yes
C2962,CONT2962,BILL2962,SUB2962,CHN2962,53.75,648.65,No
C2963,CONT2963,BILL2963,SUB2963,CHN2963,31,95.05,Yes
C2964,CONT2964,BILL2964,SUB2964,CHN2964,25.6,917.15,No
C2965,CONT2965,BILL2965,SUB2965,CHN2965,58.35,1346.9,No
C2966,CONT2966,BILL2966,SUB2966,CHN2966,80,4242.35,Yes
C2967,CONT2967,BILL2967,SUB2967,CHN2967,46.35,672.7,No
C2968,CONT2968,BILL2968,SUB2968,CHN2968,113.75,6561.25,No
C2969,CONT2969,BILL2969,SUB2969,CHN2969,90.4,268.45,No
C2970,CONT2970,BILL2970,SUB2970,CHN2970,109.3,7337.55,No
C2971,CONT2971,BILL2971,SUB2971,CHN2971,70.25,331.9,Yes
C2972,CONT2972,BILL2972,SUB2972,CHN2972,90.3,5194.05,No
C2973,CONT2973,BILL2973,SUB2973,CHN2973,65.25,4478.85,No
C2974,CONT2974,BILL2974,SUB2974,CHN2974,100.15,6283.3,Yes
C2975,CONT2975,BILL2975,SUB2975,CHN2975,94.5,2659.4,Yes
C2976,CONT2976,BILL2976,SUB2976,CHN2976,60.65,196.9,No
C2977,CONT2977,BILL2977,SUB2977,CHN2977,24.1,439.2,No
C2978,CONT2978,BILL2978,SUB2978,CHN2978,19.5,19.5,No
C2979,CONT2979,BILL2979,SUB2979,CHN2979,85.95,2107.15,No
C2980,CONT2980,BILL2980,SUB2980,CHN2980,53.5,3035.8,No
C2981,CONT2981,BILL2981,SUB2981,CHN2981,25.45,1866.45,No
C2982,CONT2982,BILL2982,SUB2982,CHN2982,20.5,1430.95,No
C2983,CONT2983,BILL2983,SUB2983,CHN2983,20.85,1071.6,No
C2984,CONT2984,BILL2984,SUB2984,CHN2984,89.9,6457.15,No
C2985,CONT2985,BILL2985,SUB2985,CHN2985,26,684.05,No
C2986,CONT2986,BILL2986,SUB2986,CHN2986,113.2,3914.05,No
C2987,CONT2987,BILL2987,SUB2987,CHN2987,69.05,3842.6,No
C2988,CONT2988,BILL2988,SUB2988,CHN2988,20.1,670.35,No
C2989,CONT2989,BILL2989,SUB2989,CHN2989,109.65,7880.25,No
C2990,CONT2990,BILL2990,SUB2990,CHN2990,19.2,19.2,No
C2991,CONT2991,BILL2991,SUB2991,CHN2991,33.9,298.45,Yes
C2992,CONT2992,BILL2992,SUB2992,CHN2992,90,3371.75,No
C2993,CONT2993,BILL2993,SUB2993,CHN2993,34,442.45,No
C2994,CONT2994,BILL2994,SUB2994,CHN2994,20.4,20.4,No
C2995,CONT2995,BILL2995,SUB2995,CHN2995,38.6,2345.55,No
C2996,CONT2996,BILL2996,SUB2996,CHN2996,25.25,25.25,No
C2997,CONT2997,BILL2997,SUB2997,CHN2997,60.6,1156.35,No
C2998,CONT2998,BILL2998,SUB2998,CHN2998,89.95,6143.15,Yes
C2999,CONT2999,BILL2999,SUB2999,CHN2999,74.75,144.8,No
C3000,CONT3000,BILL3000,SUB3000,CHN3000,20.6,414.95,No
C3001,CONT3001,BILL3001,SUB3001,CHN3001,84.45,1059.55,Yes
C3002,CONT3002,BILL3002,SUB3002,CHN3002,20.4,181.8,No
C3003,CONT3003,BILL3003,SUB3003,CHN3003,81.7,2212.55,No
C3004,CONT3004,BILL3004,SUB3004,CHN3004,79.5,2180.55,Yes
C3005,CONT3005,BILL3005,SUB3005,CHN3005,89.15,89.15,Yes
C3006,CONT3006,BILL3006,SUB3006,CHN3006,20.3,459.95,No
C3007,CONT3007,BILL3007,SUB3007,CHN3007,74.95,1036.75,Yes
C3008,CONT3008,BILL3008,SUB3008,CHN3008,74.4,2276.95,Yes
C3009,CONT3009,BILL3009,SUB3009,CHN3009,20,211.95,No
C3010,CONT3010,BILL3010,SUB3010,CHN3010,25,25,No
C3011,CONT3011,BILL3011,SUB3011,CHN3011,80.45,3162.65,No
C3012,CONT3012,BILL3012,SUB3012,CHN3012,19.75,210.65,No
C3013,CONT3013,BILL3013,SUB3013,CHN3013,65.65,3566.7,No
C3014,CONT3014,BILL3014,SUB3014,CHN3014,71,2080.1,No
C3015,CONT3015,BILL3015,SUB3015,CHN3015,89.2,4040.2,No
C3016,CONT3016,BILL3016,SUB3016,CHN3016,86.75,5186,No
C3017,CONT3017,BILL3017,SUB3017,CHN3017,55.3,196.15,Yes
C3018,CONT3018,BILL3018,SUB3018,CHN3018,61.5,1087.45,No
C3019,CONT3019,BILL3019,SUB3019,CHN3019,25.1,1672.15,No
C3020,CONT3020,BILL3020,SUB3020,CHN3020,55.15,1206.05,Yes
C3021,CONT3021,BILL3021,SUB3021,CHN3021,34.05,1113.95,No
C3022,CONT3022,BILL3022,SUB3022,CHN3022,19.95,107.05,No
C3023,CONT3023,BILL3023,SUB3023,CHN3023,19.95,38.15,No
C3024,CONT3024,BILL3024,SUB3024,CHN3024,89.7,6339.3,No
C3025,CONT3025,BILL3025,SUB3025,CHN3025,20.4,184.1,No
C3026,CONT3026,BILL3026,SUB3026,CHN3026,26.3,1688.9,No
C3027,CONT3027,BILL3027,SUB3027,CHN3027,84.95,1378.25,Yes
C3028,CONT3028,BILL3028,SUB3028,CHN3028,20.7,137.6,No
C3029,CONT3029,BILL3029,SUB3029,CHN3029,43.25,219,Yes
C3030,CONT3030,BILL3030,SUB3030,CHN3030,48.35,1067.15,Yes
C3031,CONT3031,BILL3031,SUB3031,CHN3031,79.55,79.55,Yes
C3032,CONT3032,BILL3032,SUB3032,CHN3032,71.05,3444.85,Yes
C3033,CONT3033,BILL3033,SUB3033,CHN3033,19.45,369.05,No
C3034,CONT3034,BILL3034,SUB3034,CHN3034,110.8,7553.6,No
C3035,CONT3035,BILL3035,SUB3035,CHN3035,84.5,84.5,Yes
C3036,CONT3036,BILL3036,SUB3036,CHN3036,69.3,1813.1,No
C3037,CONT3037,BILL3037,SUB3037,CHN3037,49.35,3321.35,No
C3038,CONT3038,BILL3038,SUB3038,CHN3038,20.35,707.5,No
C3039,CONT3039,BILL3039,SUB3039,CHN3039,105.6,7112.15,No
C3040,CONT3040,BILL3040,SUB3040,CHN3040,64.45,4641.1,No
C3041,CONT3041,BILL3041,SUB3041,CHN3041,108.6,7690.9,Yes
C3042,CONT3042,BILL3042,SUB3042,CHN3042,49.9,49.9,No
C3043,CONT3043,BILL3043,SUB3043,CHN3043,30.3,1380.1,Yes
C3044,CONT3044,BILL3044,SUB3044,CHN3044,30.4,78.65,Yes
C3045,CONT3045,BILL3045,SUB3045,CHN3045,45.4,45.4,Yes
C3046,CONT3046,BILL3046,SUB3046,CHN3046,65.65,3094.65,No
C3047,CONT3047,BILL3047,SUB3047,CHN3047,103.3,6518.35,No
C3048,CONT3048,BILL3048,SUB3048,CHN3048,84.15,2585.95,Yes
C3049,CONT3049,BILL3049,SUB3049,CHN3049,44.45,82.7,No
C3050,CONT3050,BILL3050,SUB3050,CHN3050,19.75,58.85,Yes
C3051,CONT3051,BILL3051,SUB3051,CHN3051,85.4,425.9,Yes
C3052,CONT3052,BILL3052,SUB3052,CHN3052,89.9,6342.7,No
C3053,CONT3053,BILL3053,SUB3053,CHN3053,55.05,2030.75,No
C3054,CONT3054,BILL3054,SUB3054,CHN3054,104.1,6700.05,No
C3055,CONT3055,BILL3055,SUB3055,CHN3055,106.6,7244.7,No
C3056,CONT3056,BILL3056,SUB3056,CHN3056,75.2,3678.3,Yes
C3057,CONT3057,BILL3057,SUB3057,CHN3057,70.5,3486.65,No
C3058,CONT3058,BILL3058,SUB3058,CHN3058,19.6,411.15,No
C3059,CONT3059,BILL3059,SUB3059,CHN3059,55.85,937.5,Yes
C3060,CONT3060,BILL3060,SUB3060,CHN3060,24.05,1559.15,No
C3061,CONT3061,BILL3061,SUB3061,CHN3061,38.1,970.4,No
C3062,CONT3062,BILL3062,SUB3062,CHN3062,106.4,2483.5,Yes
C3063,CONT3063,BILL3063,SUB3063,CHN3063,34.25,828.2,No
C3064,CONT3064,BILL3064,SUB3064,CHN3064,100.05,3810.55,No
C3065,CONT3065,BILL3065,SUB3065,CHN3065,68.65,1493.2,No
C3066,CONT3066,BILL3066,SUB3066,CHN3066,45.8,45.8,No
C3067,CONT3067,BILL3067,SUB3067,CHN3067,75.75,777.3,No
C3068,CONT3068,BILL3068,SUB3068,CHN3068,84.4,556.35,Yes
C3069,CONT3069,BILL3069,SUB3069,CHN3069,96.4,4911.05,No
C3070,CONT3070,BILL3070,SUB3070,CHN3070,20.55,187.35,No
C3071,CONT3071,BILL3071,SUB3071,CHN3071,50.95,307.6,No
C3072,CONT3072,BILL3072,SUB3072,CHN3072,90.5,4318.35,No
C3073,CONT3073,BILL3073,SUB3073,CHN3073,79.4,4820.55,No
C3074,CONT3074,BILL3074,SUB3074,CHN3074,58.75,3038.55,No
C3075,CONT3075,BILL3075,SUB3075,CHN3075,59.45,2136.9,No
C3076,CONT3076,BILL3076,SUB3076,CHN3076,105.7,7472.15,No
C3077,CONT3077,BILL3077,SUB3077,CHN3077,56.25,389.1,Yes
C3078,CONT3078,BILL3078,SUB3078,CHN3078,53.3,2296.25,No
C3079,CONT3079,BILL3079,SUB3079,CHN3079,85.55,187.45,Yes
C3080,CONT3080,BILL3080,SUB3080,CHN3080,68.65,261.25,Yes
C3081,CONT3081,BILL3081,SUB3081,CHN3081,24.3,38.45,No
C3082,CONT3082,BILL3082,SUB3082,CHN3082,77.85,299.2,Yes
C3083,CONT3083,BILL3083,SUB3083,CHN3083,59.9,3043.6,No
C3084,CONT3084,BILL3084,SUB3084,CHN3084,23.95,1506.4,No
C3085,CONT3085,BILL3085,SUB3085,CHN3085,20.15,163.7,No
C3086,CONT3086,BILL3086,SUB3086,CHN3086,105.35,323.25,Yes
C3087,CONT3087,BILL3087,SUB3087,CHN3087,95.65,1640,No
C3088,CONT3088,BILL3088,SUB3088,CHN3088,87.05,762.1,Yes
C3089,CONT3089,BILL3089,SUB3089,CHN3089,81,3846.35,No
C3090,CONT3090,BILL3090,SUB3090,CHN3090,82.45,5646.6,No
C3091,CONT3091,BILL3091,SUB3091,CHN3091,53.5,53.5,Yes
C3092,CONT3092,BILL3092,SUB3092,CHN3092,20.5,79.05,No
C3093,CONT3093,BILL3093,SUB3093,CHN3093,25.1,25.1,Yes
C3094,CONT3094,BILL3094,SUB3094,CHN3094,54.4,1516.6,No
C3095,CONT3095,BILL3095,SUB3095,CHN3095,58.6,2224.5,No
C3096,CONT3096,BILL3096,SUB3096,CHN3096,84.8,888.75,No
C3097,CONT3097,BILL3097,SUB3097,CHN3097,61.4,4310.35,No
C3098,CONT3098,BILL3098,SUB3098,CHN3098,20.4,42.9,No
C3099,CONT3099,BILL3099,SUB3099,CHN3099,79.65,2365.15,Yes
C3100,CONT3100,BILL3100,SUB3100,CHN3100,20.15,353.65,No
C3101,CONT3101,BILL3101,SUB3101,CHN3101,94.45,5073.1,No
C3102,CONT3102,BILL3102,SUB3102,CHN3102,79.8,4526.85,No
C3103,CONT3103,BILL3103,SUB3103,CHN3103,54.2,308.25,Yes
C3104,CONT3104,BILL3104,SUB3104,CHN3104,19.45,19.45,Yes
C3105,CONT3105,BILL3105,SUB3105,CHN3105,74.05,678.45,No
C3106,CONT3106,BILL3106,SUB3106,CHN3106,49.15,1237.3,No
C3107,CONT3107,BILL3107,SUB3107,CHN3107,19.4,1023.95,No
C3108,CONT3108,BILL3108,SUB3108,CHN3108,113.65,8182.75,No
C3109,CONT3109,BILL3109,SUB3109,CHN3109,106,4532.3,No
C3110,CONT3110,BILL3110,SUB3110,CHN3110,25.95,1444.05,No
C3111,CONT3111,BILL3111,SUB3111,CHN3111,19.1,19.1,No
C3112,CONT3112,BILL3112,SUB3112,CHN3112,103.4,7372.65,Yes
C3113,CONT3113,BILL3113,SUB3113,CHN3113,100.55,7325.1,No
C3114,CONT3114,BILL3114,SUB3114,CHN3114,95.4,3474.2,No
C3115,CONT3115,BILL3115,SUB3115,CHN3115,75.15,392.65,No
C3116,CONT3116,BILL3116,SUB3116,CHN3116,84.45,1058.6,Yes
C3117,CONT3117,BILL3117,SUB3117,CHN3117,89.15,3990.75,No
C3118,CONT3118,BILL3118,SUB3118,CHN3118,107.9,7475.85,No
C3119,CONT3119,BILL3119,SUB3119,CHN3119,19.5,835.5,No
C3120,CONT3120,BILL3120,SUB3120,CHN3120,85.95,2628.6,Yes
C3121,CONT3121,BILL3121,SUB3121,CHN3121,24.95,1718.35,No
C3122,CONT3122,BILL3122,SUB3122,CHN3122,59.4,1023.9,Yes
C3123,CONT3123,BILL3123,SUB3123,CHN3123,19.5,1193.55,No
C3124,CONT3124,BILL3124,SUB3124,CHN3124,69.95,1205.5,No
C3125,CONT3125,BILL3125,SUB3125,CHN3125,82.85,5776.45,No
C3126,CONT3126,BILL3126,SUB3126,CHN3126,19,78.9,No
C3127,CONT3127,BILL3127,SUB3127,CHN3127,38.85,1025.15,No
C3128,CONT3128,BILL3128,SUB3128,CHN3128,30.6,856.35,Yes
C3129,CONT3129,BILL3129,SUB3129,CHN3129,20.35,122,No
C3130,CONT3130,BILL3130,SUB3130,CHN3130,95,6602.9,No
C3131,CONT3131,BILL3131,SUB3131,CHN3131,74.4,1712.9,No
C3132,CONT3132,BILL3132,SUB3132,CHN3132,78.45,5682.25,No
C3133,CONT3133,BILL3133,SUB3133,CHN3133,74.3,74.3,No
C3134,CONT3134,BILL3134,SUB3134,CHN3134,51.05,3635.15,No
C3135,CONT3135,BILL3135,SUB3135,CHN3135,19.2,702.9,No
C3136,CONT3136,BILL3136,SUB3136,CHN3136,99.55,3734.25,Yes
C3137,CONT3137,BILL3137,SUB3137,CHN3137,70,1144.5,Yes
C3138,CONT3138,BILL3138,SUB3138,CHN3138,109.1,4454.25,No
C3139,CONT3139,BILL3139,SUB3139,CHN3139,45.3,45.3,Yes
C3140,CONT3140,BILL3140,SUB3140,CHN3140,29.85,75.6,Yes
C3141,CONT3141,BILL3141,SUB3141,CHN3141,76.45,1117.55,No
C3142,CONT3142,BILL3142,SUB3142,CHN3142,95.1,180.25,Yes
C3143,CONT3143,BILL3143,SUB3143,CHN3143,19.8,19.8,Yes
C3144,CONT3144,BILL3144,SUB3144,CHN3144,72.8,930.05,No
C3145,CONT3145,BILL3145,SUB3145,CHN3145,18.95,110.15,No
C3146,CONT3146,BILL3146,SUB3146,CHN3146,76.65,333.6,Yes
C3147,CONT3147,BILL3147,SUB3147,CHN3147,99.15,465.05,Yes
C3148,CONT3148,BILL3148,SUB3148,CHN3148,101.75,1669.4,No
C3149,CONT3149,BILL3149,SUB3149,CHN3149,75.45,3545.1,No
C3150,CONT3150,BILL3150,SUB3150,CHN3150,64.1,504.05,No
C3151,CONT3151,BILL3151,SUB3151,CHN3151,25.65,440.2,No
C3152,CONT3152,BILL3152,SUB3152,CHN3152,75.1,1151.55,No
C3153,CONT3153,BILL3153,SUB3153,CHN3153,95.85,2475.35,No
C3154,CONT3154,BILL3154,SUB3154,CHN3154,54.4,1249.25,No
C3155,CONT3155,BILL3155,SUB3155,CHN3155,72.75,317.75,No
C3156,CONT3156,BILL3156,SUB3156,CHN3156,19.85,535.05,No
C3157,CONT3157,BILL3157,SUB3157,CHN3157,19.05,461.3,No
C3158,CONT3158,BILL3158,SUB3158,CHN3158,44.95,431,Yes
C3159,CONT3159,BILL3159,SUB3159,CHN3159,49.55,878.35,Yes
C3160,CONT3160,BILL3160,SUB3160,CHN3160,94.85,335.75,No
C3161,CONT3161,BILL3161,SUB3161,CHN3161,46.25,3121.4,No
C3162,CONT3162,BILL3162,SUB3162,CHN3162,19.35,324.8,No
C3163,CONT3163,BILL3163,SUB3163,CHN3163,69.6,1394.55,No
C3164,CONT3164,BILL3164,SUB3164,CHN3164,90.7,3413.25,No
C3165,CONT3165,BILL3165,SUB3165,CHN3165,101.4,3143.65,No
C3166,CONT3166,BILL3166,SUB3166,CHN3166,20.25,439.75,No
C3167,CONT3167,BILL3167,SUB3167,CHN3167,48.8,664.4,No
C3168,CONT3168,BILL3168,SUB3168,CHN3168,74.35,4759.55,No
C3169,CONT3169,BILL3169,SUB3169,CHN3169,19.35,1033,No
C3170,CONT3170,BILL3170,SUB3170,CHN3170,68.75,3482.85,No
C3171,CONT3171,BILL3171,SUB3171,CHN3171,100.2,2688.45,No
C3172,CONT3172,BILL3172,SUB3172,CHN3172,20.85,435.25,No
C3173,CONT3173,BILL3173,SUB3173,CHN3173,95.9,2448.75,Yes
C3174,CONT3174,BILL3174,SUB3174,CHN3174,19.35,307,No
C3175,CONT3175,BILL3175,SUB3175,CHN3175,45,2689.35,No
C3176,CONT3176,BILL3176,SUB3176,CHN3176,81.5,1329.2,Yes
C3177,CONT3177,BILL3177,SUB3177,CHN3177,25.5,1281.25,No
C3178,CONT3178,BILL3178,SUB3178,CHN3178,48.9,3527,No
C3179,CONT3179,BILL3179,SUB3179,CHN3179,84.1,4348.65,Yes
C3180,CONT3180,BILL3180,SUB3180,CHN3180,19.6,561.15,No
C3181,CONT3181,BILL3181,SUB3181,CHN3181,20,63.6,No
C3182,CONT3182,BILL3182,SUB3182,CHN3182,81.3,5129.3,No
C3183,CONT3183,BILL3183,SUB3183,CHN3183,95.2,4285.8,No
C3184,CONT3184,BILL3184,SUB3184,CHN3184,36.45,93.7,Yes
C3185,CONT3185,BILL3185,SUB3185,CHN3185,83.3,5894.5,No
C3186,CONT3186,BILL3186,SUB3186,CHN3186,25.05,25.05,Yes
C3187,CONT3187,BILL3187,SUB3187,CHN3187,20.3,1160.75,No
C3188,CONT3188,BILL3188,SUB3188,CHN3188,89.85,3091.75,No
C3189,CONT3189,BILL3189,SUB3189,CHN3189,49.85,365.55,Yes
C3190,CONT3190,BILL3190,SUB3190,CHN3190,19.8,272.95,No
C3191,CONT3191,BILL3191,SUB3191,CHN3191,54.65,3632,No
C3192,CONT3192,BILL3192,SUB3192,CHN3192,29.35,381.2,No
C3193,CONT3193,BILL3193,SUB3193,CHN3193,19.15,1035.5,No
C3194,CONT3194,BILL3194,SUB3194,CHN3194,19.1,52,No
C3195,CONT3195,BILL3195,SUB3195,CHN3195,55.55,2342.2,Yes
C3196,CONT3196,BILL3196,SUB3196,CHN3196,80.55,653.9,No
C3197,CONT3197,BILL3197,SUB3197,CHN3197,20.25,71.2,No
C3198,CONT3198,BILL3198,SUB3198,CHN3198,69.5,1498.2,Yes
C3199,CONT3199,BILL3199,SUB3199,CHN3199,106,4178.65,No
C3200,CONT3200,BILL3200,SUB3200,CHN3200,25.5,1821.8,No
C3201,CONT3201,BILL3201,SUB3201,CHN3201,104.3,5278.15,Yes
C3202,CONT3202,BILL3202,SUB3202,CHN3202,79.6,4024.2,No
C3203,CONT3203,BILL3203,SUB3203,CHN3203,55.25,55.25,No
C3204,CONT3204,BILL3204,SUB3204,CHN3204,88.05,6520.8,No
C3205,CONT3205,BILL3205,SUB3205,CHN3205,20.4,854.9,No
C3206,CONT3206,BILL3206,SUB3206,CHN3206,117.6,8308.9,No
C3207,CONT3207,BILL3207,SUB3207,CHN3207,20,109.2,No
C3208,CONT3208,BILL3208,SUB3208,CHN3208,19.65,92.05,No
C3209,CONT3209,BILL3209,SUB3209,CHN3209,70.55,3420.5,No
C3210,CONT3210,BILL3210,SUB3210,CHN3210,93.85,93.85,Yes
C3211,CONT3211,BILL3211,SUB3211,CHN3211,65.8,4068,No
C3212,CONT3212,BILL3212,SUB3212,CHN3212,20.05,337.9,No
C3213,CONT3213,BILL3213,SUB3213,CHN3213,80,3168.75,No
C3214,CONT3214,BILL3214,SUB3214,CHN3214,35.4,1412.4,No
C3215,CONT3215,BILL3215,SUB3215,CHN3215,79.6,3974.7,No
C3216,CONT3216,BILL3216,SUB3216,CHN3216,80.25,3439,No
C3217,CONT3217,BILL3217,SUB3217,CHN3217,50.45,50.45,Yes
C3218,CONT3218,BILL3218,SUB3218,CHN3218,20.45,42.45,No
C3219,CONT3219,BILL3219,SUB3219,CHN3219,79.6,5461.45,No
C3220,CONT3220,BILL3220,SUB3220,CHN3220,24.7,571.75,No
C3221,CONT3221,BILL3221,SUB3221,CHN3221,77.3,5498.2,No
C3222,CONT3222,BILL3222,SUB3222,CHN3222,29.75,96.85,No
C3223,CONT3223,BILL3223,SUB3223,CHN3223,44.9,111.05,No
C3224,CONT3224,BILL3224,SUB3224,CHN3224,29.8,94.4,No
C3225,CONT3225,BILL3225,SUB3225,CHN3225,74.65,521.1,Yes
C3226,CONT3226,BILL3226,SUB3226,CHN3226,71.95,923.85,No
C3227,CONT3227,BILL3227,SUB3227,CHN3227,20.75,141.1,No
C3228,CONT3228,BILL3228,SUB3228,CHN3228,56.3,628.65,No
C3229,CONT3229,BILL3229,SUB3229,CHN3229,105.25,5576.3,No
C3230,CONT3230,BILL3230,SUB3230,CHN3230,94.2,1046.1,Yes
C3231,CONT3231,BILL3231,SUB3231,CHN3231,19.55,1245.6,No
C3232,CONT3232,BILL3232,SUB3232,CHN3232,84.45,1287.85,No
C3233,CONT3233,BILL3233,SUB3233,CHN3233,53.65,1939.35,No
C3234,CONT3234,BILL3234,SUB3234,CHN3234,29.9,118.25,No
C3235,CONT3235,BILL3235,SUB3235,CHN3235,19.7,452.55,No
C3236,CONT3236,BILL3236,SUB3236,CHN3236,43.7,2696.55,No
C3237,CONT3237,BILL3237,SUB3237,CHN3237,55.3,875.35,No
C3238,CONT3238,BILL3238,SUB3238,CHN3238,19.85,1267.05,No
C3239,CONT3239,BILL3239,SUB3239,CHN3239,19.65,494.9,No
C3240,CONT3240,BILL3240,SUB3240,CHN3240,49.45,799,No
C3241,CONT3241,BILL3241,SUB3241,CHN3241,106.55,5763.3,Yes
C3242,CONT3242,BILL3242,SUB3242,CHN3242,20.1,20.1,Yes
C3243,CONT3243,BILL3243,SUB3243,CHN3243,20.45,106.9,No
C3244,CONT3244,BILL3244,SUB3244,CHN3244,39.7,710.05,No
C3245,CONT3245,BILL3245,SUB3245,CHN3245,54.5,568.2,No
C3246,CONT3246,BILL3246,SUB3246,CHN3246,83.8,1900.25,Yes
C3247,CONT3247,BILL3247,SUB3247,CHN3247,55.15,159.15,Yes
C3248,CONT3248,BILL3248,SUB3248,CHN3248,111.6,8012.75,No
C3249,CONT3249,BILL3249,SUB3249,CHN3249,86.65,856.65,Yes
C3250,CONT3250,BILL3250,SUB3250,CHN3250,55.55,551.3,No
C3251,CONT3251,BILL3251,SUB3251,CHN3251,20.55,184.95,No
C3252,CONT3252,BILL3252,SUB3252,CHN3252,106.75,4056.75,Yes
C3253,CONT3253,BILL3253,SUB3253,CHN3253,62.1,1096.65,No
C3254,CONT3254,BILL3254,SUB3254,CHN3254,104.5,3684.95,No
C3255,CONT3255,BILL3255,SUB3255,CHN3255,101.8,1752.45,No
C3256,CONT3256,BILL3256,SUB3256,CHN3256,110.6,7210.85,No
C3257,CONT3257,BILL3257,SUB3257,CHN3257,84.9,5264.5,No
C3258,CONT3258,BILL3258,SUB3258,CHN3258,93.2,2157.3,No
C3259,CONT3259,BILL3259,SUB3259,CHN3259,24.4,24.4,No
C3260,CONT3260,BILL3260,SUB3260,CHN3260,70.55,433.95,No
C3261,CONT3261,BILL3261,SUB3261,CHN3261,78.45,2435.15,Yes
C3262,CONT3262,BILL3262,SUB3262,CHN3262,85,5607.75,No
C3263,CONT3263,BILL3263,SUB3263,CHN3263,87.45,2874.15,Yes
C3264,CONT3264,BILL3264,SUB3264,CHN3264,85.8,4433.3,No
C3265,CONT3265,BILL3265,SUB3265,CHN3265,91.1,964.35,No
C3266,CONT3266,BILL3266,SUB3266,CHN3266,70.75,1974.8,Yes
C3267,CONT3267,BILL3267,SUB3267,CHN3267,20.1,1460.85,No
C3268,CONT3268,BILL3268,SUB3268,CHN3268,20.05,951.55,No
C3269,CONT3269,BILL3269,SUB3269,CHN3269,74.8,1821.2,No
C3270,CONT3270,BILL3270,SUB3270,CHN3270,24.8,1600.95,No
C3271,CONT3271,BILL3271,SUB3271,CHN3271,100.85,399.25,No
C3272,CONT3272,BILL3272,SUB3272,CHN3272,101.35,1218.55,Yes
C3273,CONT3273,BILL3273,SUB3273,CHN3273,81.7,81.7,Yes
C3274,CONT3274,BILL3274,SUB3274,CHN3274,68.25,2171.15,Yes
C3275,CONT3275,BILL3275,SUB3275,CHN3275,105.1,3634.8,No
C3276,CONT3276,BILL3276,SUB3276,CHN3276,20.4,292.4,No
C3277,CONT3277,BILL3277,SUB3277,CHN3277,79.15,317.25,Yes
C3278,CONT3278,BILL3278,SUB3278,CHN3278,20,218.55,No
C3279,CONT3279,BILL3279,SUB3279,CHN3279,79.4,5071.9,No
C3280,CONT3280,BILL3280,SUB3280,CHN3280,57.2,1423.35,No
C3281,CONT3281,BILL3281,SUB3281,CHN3281,58.6,3068.6,No
C3282,CONT3282,BILL3282,SUB3282,CHN3282,94.8,4690.65,No
C3283,CONT3283,BILL3283,SUB3283,CHN3283,102.5,6157.6,No
C3284,CONT3284,BILL3284,SUB3284,CHN3284,20.35,1442.65,No
C3285,CONT3285,BILL3285,SUB3285,CHN3285,84.9,3369.05,No
C3286,CONT3286,BILL3286,SUB3286,CHN3286,69.2,4671.65,No
C3287,CONT3287,BILL3287,SUB3287,CHN3287,95.45,3474.05,Yes
C3288,CONT3288,BILL3288,SUB3288,CHN3288,100.95,1875.55,Yes
C3289,CONT3289,BILL3289,SUB3289,CHN3289,20.85,272.35,No
C3290,CONT3290,BILL3290,SUB3290,CHN3290,88.5,3645.05,No
C3291,CONT3291,BILL3291,SUB3291,CHN3291,35,135.75,No
C3292,CONT3292,BILL3292,SUB3292,CHN3292,55.15,1319.85,No
C3293,CONT3293,BILL3293,SUB3293,CHN3293,50.95,229.4,No
C3294,CONT3294,BILL3294,SUB3294,CHN3294,64,370.25,No
C3295,CONT3295,BILL3295,SUB3295,CHN3295,69.1,69.1,Yes
C3296,CONT3296,BILL3296,SUB3296,CHN3296,80.2,5714.2,No
C3297,CONT3297,BILL3297,SUB3297,CHN3297,49.3,1233.25,No
C3298,CONT3298,BILL3298,SUB3298,CHN3298,84.35,3571.6,No
C3299,CONT3299,BILL3299,SUB3299,CHN3299,20.05,83.3,No
C3300,CONT3300,BILL3300,SUB3300,CHN3300,117.2,8035.95,No
C3301,CONT3301,BILL3301,SUB3301,CHN3301,20.1,579.4,No
C3302,CONT3302,BILL3302,SUB3302,CHN3302,69.6,69.6,Yes
C3303,CONT3303,BILL3303,SUB3303,CHN3303,103.45,3066.45,Yes
C3304,CONT3304,BILL3304,SUB3304,CHN3304,77.95,305.55,Yes
C3305,CONT3305,BILL3305,SUB3305,CHN3305,109.95,7634.25,No
C3306,CONT3306,BILL3306,SUB3306,CHN3306,94.75,3653,No
C3307,CONT3307,BILL3307,SUB3307,CHN3307,80,241.3,No
C3308,CONT3308,BILL3308,SUB3308,CHN3308,79.65,3870.3,No
C3309,CONT3309,BILL3309,SUB3309,CHN3309,25.2,387.9,No
C3310,CONT3310,BILL3310,SUB3310,CHN3310,19.9,527.5,No
C3311,CONT3311,BILL3311,SUB3311,CHN3311,78.45,78.45,Yes
C3312,CONT3312,BILL3312,SUB3312,CHN3312,44.8,2104.55,No
C3313,CONT3313,BILL3313,SUB3313,CHN3313,20.3,20.3,No
C3314,CONT3314,BILL3314,SUB3314,CHN3314,19.2,19.2,No
C3315,CONT3315,BILL3315,SUB3315,CHN3315,80.05,3019.1,No
C3316,CONT3316,BILL3316,SUB3316,CHN3316,107.35,7051.95,No
