Contract_ID,tenure,CustomerID,Contract,PaperlessBilling,PaymentMethod
CONT3079,2,C3079,Month-to-month,Yes,Electronic check
CONT3080,4,C3080,Month-to-month,Yes,Bank transfer (automatic)
CONT3081,2,C3081,Month-to-month,No,Mailed check
CONT3082,4,C3082,Month-to-month,No,Electronic check
CONT3083,51,C3083,One year,No,Credit card (automatic)
CONT3084,60,C3084,One year,No,Credit card (automatic)
CONT3085,9,C3085,One year,Yes,Mailed check
CONT3086,3,C3086,Month-to-month,Yes,Bank transfer (automatic)
CONT3087,17,C3087,Month-to-month,Yes,Bank transfer (automatic)
CONT3088,8,C3088,Month-to-month,Yes,Electronic check
CONT3089,46,C3089,Two year,No,Mailed check
CONT3090,68,C3090,Two year,Yes,Credit card (automatic)
CONT3091,1,C3091,Month-to-month,Yes,Mailed check
CONT3092,4,C3092,One year,No,Bank transfer (automatic)
CONT3093,1,C3093,Month-to-month,Yes,Mailed check
CONT3094,28,C3094,One year,Yes,Credit card (automatic)
CONT3095,39,C3095,One year,Yes,Credit card (automatic)
CONT3096,11,C3096,Month-to-month,No,Electronic check
CONT3097,71,C3097,Two year,Yes,Credit card (automatic)
CONT3098,2,C3098,Month-to-month,No,Mailed check
CONT3099,30,C3099,Month-to-month,Yes,Mailed check
CONT3100,17,C3100,One year,No,Mailed check
CONT3101,55,C3101,Month-to-month,Yes,Credit card (automatic)
CONT3102,58,C3102,Month-to-month,Yes,Bank transfer (automatic)
CONT3103,5,C3103,Month-to-month,No,Electronic check
CONT3104,1,C3104,Month-to-month,Yes,Electronic check
CONT3105,9,C3105,Month-to-month,Yes,Electronic check
CONT3106,26,C3106,Month-to-month,No,Bank transfer (automatic)
CONT3107,50,C3107,Two year,No,Credit card (automatic)
CONT3108,72,C3108,Two year,Yes,Bank transfer (automatic)
CONT3109,43,C3109,One year,Yes,Credit card (automatic)
CONT3110,56,C3110,Two year,Yes,Bank transfer (automatic)
CONT3111,1,C3111,Month-to-month,No,Mailed check
CONT3112,72,C3112,Two year,Yes,Electronic check
CONT3113,72,C3113,Two year,Yes,Bank transfer (automatic)
CONT3114,36,C3114,Month-to-month,Yes,Electronic check
CONT3115,5,C3115,Month-to-month,No,Bank transfer (automatic)
CONT3116,13,C3116,Month-to-month,Yes,Electronic check
CONT3117,44,C3117,One year,No,Credit card (automatic)
CONT3118,70,C3118,One year,Yes,Electronic check
CONT3119,44,C3119,One year,No,Credit card (automatic)
CONT3120,32,C3120,Month-to-month,Yes,Credit card (automatic)
CONT3121,69,C3121,Two year,Yes,Credit card (automatic)
CONT3122,16,C3122,Month-to-month,No,Electronic check
CONT3123,68,C3123,One year,No,Bank transfer (automatic)
CONT3124,16,C3124,Month-to-month,Yes,Credit card (automatic)
CONT3125,68,C3125,Two year,No,Bank transfer (automatic)
CONT3126,4,C3126,Month-to-month,No,Mailed check
CONT3127,26,C3127,Month-to-month,No,Credit card (automatic)
CONT3128,29,C3128,Month-to-month,Yes,Electronic check
CONT3129,5,C3129,Month-to-month,No,Credit card (automatic)
CONT3130,70,C3130,One year,Yes,Bank transfer (automatic)
CONT3131,24,C3131,One year,No,Bank transfer (automatic)
CONT3132,72,C3132,Two year,No,Bank transfer (automatic)
CONT3133,1,C3133,Month-to-month,Yes,Mailed check
CONT3134,70,C3134,One year,Yes,Bank transfer (automatic)
CONT3135,36,C3135,Month-to-month,No,Bank transfer (automatic)
CONT3136,38,C3136,Month-to-month,Yes,Electronic check
CONT3137,17,C3137,Month-to-month,Yes,Electronic check
CONT3138,41,C3138,One year,Yes,Bank transfer (automatic)
CONT3139,1,C3139,Month-to-month,Yes,Electronic check
CONT3140,2,C3140,Month-to-month,No,Bank transfer (automatic)
CONT3141,14,C3141,Month-to-month,No,Electronic check
CONT3142,2,C3142,Month-to-month,Yes,Credit card (automatic)
CONT3143,1,C3143,Month-to-month,No,Mailed check
CONT3144,13,C3144,Month-to-month,Yes,Electronic check
CONT3145,6,C3145,Month-to-month,No,Mailed check
CONT3146,4,C3146,Month-to-month,Yes,Bank transfer (automatic)
CONT3147,5,C3147,Month-to-month,Yes,Mailed check
CONT3148,15,C3148,Month-to-month,No,Electronic check
CONT3149,47,C3149,Month-to-month,No,Credit card (automatic)
CONT3150,8,C3150,Month-to-month,No,Mailed check
CONT3151,17,C3151,Month-to-month,Yes,Mailed check
CONT3152,15,C3152,Month-to-month,No,Mailed check
CONT3153,26,C3153,One year,Yes,Bank transfer (automatic)
CONT3154,23,C3154,Month-to-month,No,Electronic check
CONT3155,4,C3155,Month-to-month,No,Electronic check
CONT3156,29,C3156,One year,No,Mailed check
CONT3157,25,C3157,Month-to-month,No,Mailed check
CONT3158,9,C3158,Month-to-month,No,Mailed check
CONT3159,18,C3159,Month-to-month,Yes,Mailed check
CONT3160,3,C3160,Month-to-month,Yes,Electronic check
CONT3161,69,C3161,Two year,No,Bank transfer (automatic)
CONT3162,14,C3162,One year,No,Mailed check
CONT3163,19,C3163,Month-to-month,No,Mailed check
CONT3164,39,C3164,Month-to-month,No,Electronic check
CONT3165,31,C3165,Month-to-month,Yes,Electronic check
CONT3166,24,C3166,One year,No,Mailed check
CONT3167,14,C3167,Month-to-month,No,Bank transfer (automatic)
CONT3168,64,C3168,Two year,Yes,Mailed check
CONT3169,50,C3169,One year,Yes,Mailed check
CONT3170,52,C3170,One year,Yes,Electronic check
CONT3171,28,C3171,One year,No,Electronic check
CONT3172,21,C3172,Two year,Yes,Credit card (automatic)
CONT3173,25,C3173,Month-to-month,Yes,Electronic check
CONT3174,17,C3174,One year,No,Mailed check
CONT3175,58,C3175,One year,Yes,Credit card (automatic)
CONT3176,17,C3176,Month-to-month,No,Bank transfer (automatic)
CONT3177,51,C3177,Two year,No,Mailed check
CONT3178,72,C3178,Two year,No,Mailed check
CONT3179,52,C3179,Month-to-month,No,Electronic check
CONT3180,27,C3180,Two year,Yes,Mailed check
CONT3181,3,C3181,Month-to-month,No,Mailed check
CONT3182,64,C3182,Two year,Yes,Mailed check
CONT3183,45,C3183,Two year,Yes,Credit card (automatic)
CONT3184,3,C3184,Month-to-month,Yes,Mailed check
CONT3185,71,C3185,Two year,Yes,Credit card (automatic)
CONT3186,1,C3186,Month-to-month,No,Mailed check
CONT3187,58,C3187,Two year,No,Credit card (automatic)
CONT3188,34,C3188,Month-to-month,Yes,Electronic check
CONT3189,8,C3189,Month-to-month,Yes,Electronic check
CONT3190,15,C3190,Month-to-month,No,Mailed check
CONT3191,66,C3191,Two year,No,Bank transfer (automatic)
CONT3192,12,C3192,Month-to-month,Yes,Credit card (automatic)
CONT3193,58,C3193,Two year,Yes,Bank transfer (automatic)
CONT3194,3,C3194,Two year,No,Mailed check
CONT3195,43,C3195,Month-to-month,No,Credit card (automatic)
CONT3196,9,C3196,Month-to-month,No,Electronic check
CONT3197,3,C3197,One year,No,Mailed check
CONT3198,22,C3198,One year,Yes,Bank transfer (automatic)
CONT3199,40,C3199,One year,Yes,Bank transfer (automatic)
CONT3200,68,C3200,Two year,No,Bank transfer (automatic)
CONT3201,54,C3201,Month-to-month,Yes,Electronic check
CONT3202,50,C3202,Two year,Yes,Mailed check
CONT3203,1,C3203,Month-to-month,Yes,Electronic check
CONT3204,72,C3204,Two year,No,Bank transfer (automatic)
CONT3205,40,C3205,One year,Yes,Bank transfer (automatic)
CONT3206,72,C3206,Two year,Yes,Bank transfer (automatic)
CONT3207,6,C3207,Month-to-month,No,Mailed check
CONT3208,5,C3208,Month-to-month,Yes,Credit card (automatic)
CONT3209,48,C3209,One year,Yes,Credit card (automatic)
CONT3210,1,C3210,Month-to-month,Yes,Electronic check
CONT3211,64,C3211,One year,No,Mailed check
CONT3212,17,C3212,One year,No,Credit card (automatic)
CONT3213,40,C3213,Month-to-month,Yes,Electronic check
CONT3214,41,C3214,One year,No,Credit card (automatic)
CONT3215,51,C3215,One year,Yes,Bank transfer (automatic)
CONT3216,41,C3216,Month-to-month,Yes,Electronic check
CONT3217,1,C3217,Month-to-month,No,Mailed check
CONT3218,2,C3218,Month-to-month,Yes,Mailed check
CONT3219,68,C3219,One year,No,Credit card (automatic)
CONT3220,24,C3220,Two year,No,Mailed check
CONT3221,70,C3221,Two year,No,Credit card (automatic)
CONT3222,3,C3222,Month-to-month,Yes,Electronic check
CONT3223,2,C3223,Month-to-month,No,Bank transfer (automatic)
CONT3224,3,C3224,Month-to-month,No,Credit card (automatic)
CONT3225,7,C3225,Month-to-month,Yes,Electronic check
CONT3226,13,C3226,Month-to-month,Yes,Electronic check
CONT3227,7,C3227,Month-to-month,No,Mailed check
CONT3228,12,C3228,Month-to-month,Yes,Mailed check
CONT3229,53,C3229,One year,Yes,Electronic check
CONT3230,12,C3230,Month-to-month,Yes,Electronic check
CONT3231,63,C3231,Two year,No,Mailed check
CONT3232,15,C3232,Month-to-month,No,Mailed check
CONT3233,36,C3233,One year,No,Mailed check
CONT3234,4,C3234,Month-to-month,Yes,Electronic check
CONT3235,24,C3235,Two year,No,Mailed check
CONT3236,61,C3236,One year,No,Credit card (automatic)
CONT3237,16,C3237,Month-to-month,No,Electronic check
CONT3238,65,C3238,Two year,Yes,Credit card (automatic)
CONT3239,26,C3239,Two year,No,Credit card (automatic)
CONT3240,16,C3240,Month-to-month,Yes,Mailed check
CONT3241,54,C3241,One year,No,Bank transfer (automatic)
CONT3242,1,C3242,Month-to-month,No,Mailed check
CONT3243,5,C3243,Two year,No,Mailed check
CONT3244,19,C3244,Month-to-month,Yes,Electronic check
CONT3245,10,C3245,Month-to-month,Yes,Credit card (automatic)
CONT3246,23,C3246,Month-to-month,No,Electronic check
CONT3247,3,C3247,Month-to-month,No,Mailed check
CONT3248,72,C3248,Two year,Yes,Bank transfer (automatic)
CONT3249,10,C3249,Month-to-month,Yes,Electronic check
CONT3250,10,C3250,Month-to-month,Yes,Mailed check
CONT3251,11,C3251,One year,Yes,Mailed check
CONT3252,37,C3252,Month-to-month,Yes,Bank transfer (automatic)
CONT3253,17,C3253,One year,Yes,Mailed check
CONT3254,36,C3254,Month-to-month,Yes,Credit card (automatic)
CONT3255,17,C3255,Month-to-month,Yes,Electronic check
CONT3256,66,C3256,One year,Yes,Credit card (automatic)
CONT3257,61,C3257,One year,No,Bank transfer (automatic)
CONT3258,22,C3258,Month-to-month,Yes,Mailed check
CONT3259,1,C3259,Month-to-month,Yes,Electronic check
CONT3260,6,C3260,Month-to-month,No,Credit card (automatic)
CONT3261,31,C3261,Month-to-month,Yes,Electronic check
CONT3262,68,C3262,Two year,Yes,Credit card (automatic)
CONT3263,34,C3263,Month-to-month,No,Electronic check
CONT3264,52,C3264,Month-to-month,No,Bank transfer (automatic)
CONT3265,10,C3265,Month-to-month,Yes,Electronic check
CONT3266,29,C3266,Month-to-month,Yes,Electronic check
CONT3267,72,C3267,Two year,No,Bank transfer (automatic)
CONT3268,47,C3268,One year,No,Mailed check
CONT3269,24,C3269,One year,No,Mailed check
CONT3270,65,C3270,One year,No,Credit card (automatic)
CONT3271,4,C3271,Month-to-month,Yes,Mailed check
CONT3272,12,C3272,Month-to-month,Yes,Electronic check
CONT3273,1,C3273,Month-to-month,Yes,Electronic check
CONT3274,33,C3274,Month-to-month,No,Electronic check
CONT3275,34,C3275,Month-to-month,Yes,Electronic check
CONT3276,14,C3276,Two year,No,Mailed check
CONT3277,4,C3277,Month-to-month,Yes,Electronic check
CONT3278,13,C3278,One year,No,Mailed check
CONT3279,65,C3279,Two year,Yes,Bank transfer (automatic)
CONT3280,23,C3280,One year,No,Credit card (automatic)
CONT3281,55,C3281,Two year,No,Electronic check
CONT3282,49,C3282,Two year,Yes,Electronic check
CONT3283,60,C3283,One year,No,Bank transfer (automatic)
CONT3284,69,C3284,One year,Yes,Credit card (automatic)
CONT3285,40,C3285,Month-to-month,Yes,Electronic check
CONT3286,67,C3286,Two year,Yes,Credit card (automatic)
CONT3287,35,C3287,Month-to-month,Yes,Electronic check
CONT3288,19,C3288,One year,Yes,Electronic check
CONT3289,13,C3289,Two year,No,Mailed check
CONT3290,41,C3290,Month-to-month,Yes,Bank transfer (automatic)
CONT3291,4,C3291,Month-to-month,No,Mailed check
CONT3292,24,C3292,Month-to-month,No,Electronic check
CONT3293,5,C3293,Month-to-month,Yes,Credit card (automatic)
CONT3294,5,C3294,Month-to-month,Yes,Electronic check
CONT3295,1,C3295,Month-to-month,Yes,Mailed check
CONT3296,72,C3296,Two year,No,Bank transfer (automatic)
CONT3297,24,C3297,Month-to-month,Yes,Credit card (automatic)
CONT3298,42,C3298,Two year,No,Credit card (automatic)
CONT3299,4,C3299,Month-to-month,No,Mailed check
CONT3300,68,C3300,One year,Yes,Credit card (automatic)
CONT3301,33,C3301,One year,No,Mailed check
CONT3302,1,C3302,Month-to-month,Yes,Electronic check
CONT3303,31,C3303,One year,Yes,Electronic check
CONT3304,4,C3304,Month-to-month,No,Bank transfer (automatic)
CONT3305,69,C3305,Two year,Yes,Electronic check
CONT3306,38,C3306,Month-to-month,No,Electronic check
CONT3307,3,C3307,Month-to-month,Yes,Electronic check
CONT3308,48,C3308,Two year,No,Electronic check
CONT3309,15,C3309,Two year,No,Mailed check
CONT3310,25,C3310,One year,No,Credit card (automatic)
CONT3311,1,C3311,Month-to-month,No,Electronic check
CONT3312,48,C3312,Month-to-month,Yes,Electronic check
CONT3313,1,C3313,Month-to-month,No,Mailed check
CONT3314,1,C3314,Month-to-month,No,Electronic check
CONT3315,37,C3315,One year,No,Electronic check
CONT3316,66,C3316,One year,Yes,Bank transfer (automatic)
CONT3317,26,C3317,One year,No,Bank transfer (automatic)
CONT3318,63,C3318,One year,No,Credit card (automatic)
CONT3319,10,C3319,Month-to-month,No,Mailed check
CONT3320,2,C3320,Month-to-month,Yes,Electronic check
CONT3321,18,C3321,Month-to-month,Yes,Credit card (automatic)
CONT3322,64,C3322,Two year,No,Mailed check
CONT3323,9,C3323,Month-to-month,Yes,Electronic check
CONT3324,28,C3324,Month-to-month,No,Mailed check
CONT3325,1,C3325,Month-to-month,No,Electronic check
CONT3326,4,C3326,Month-to-month,Yes,Electronic check
CONT3327,38,C3327,One year,Yes,Credit card (automatic)
CONT3328,66,C3328,One year,No,Electronic check
CONT3329,1,C3329,Month-to-month,Yes,Electronic check
CONT3330,18,C3330,Month-to-month,Yes,Mailed check
CONT3331,51,C3331,Month-to-month,Yes,Electronic check
CONT3332,0,C3332,Two year,No,Mailed check
CONT3333,1,C3333,Month-to-month,No,Mailed check
CONT3334,12,C3334,Two year,No,Bank transfer (automatic)
CONT3335,41,C3335,Month-to-month,Yes,Electronic check
CONT3336,12,C3336,Month-to-month,No,Electronic check
CONT3337,55,C3337,Two year,No,Mailed check
CONT3338,7,C3338,Month-to-month,Yes,Electronic check
CONT3339,12,C3339,Month-to-month,Yes,Electronic check
CONT3340,68,C3340,Two year,No,Credit card (automatic)
CONT3341,5,C3341,Month-to-month,Yes,Credit card (automatic)
CONT3342,49,C3342,Month-to-month,No,Mailed check
CONT3343,40,C3343,One year,No,Credit card (automatic)
CONT3344,16,C3344,One year,No,Bank transfer (automatic)
CONT3345,10,C3345,Month-to-month,Yes,Mailed check
CONT3346,72,C3346,One year,Yes,Electronic check
CONT3347,2,C3347,Month-to-month,Yes,Electronic check
CONT3348,23,C3348,Two year,No,Mailed check
CONT3349,71,C3349,One year,Yes,Electronic check
CONT3350,11,C3350,Month-to-month,Yes,Electronic check
CONT3351,1,C3351,Month-to-month,Yes,Mailed check
CONT3352,16,C3352,Month-to-month,Yes,Mailed check
CONT3353,1,C3353,Month-to-month,Yes,Mailed check
CONT3354,12,C3354,Month-to-month,Yes,Credit card (automatic)
CONT3355,54,C3355,One year,No,Bank transfer (automatic)
CONT3356,68,C3356,Two year,No,Credit card (automatic)
CONT3357,4,C3357,Month-to-month,No,Mailed check
CONT3358,1,C3358,Month-to-month,No,Electronic check
CONT3359,27,C3359,Month-to-month,No,Mailed check
CONT3360,21,C3360,Month-to-month,Yes,Mailed check
CONT3361,13,C3361,Month-to-month,Yes,Electronic check
CONT3362,64,C3362,Month-to-month,No,Credit card (automatic)
CONT3363,1,C3363,Month-to-month,Yes,Electronic check
CONT3364,57,C3364,Two year,Yes,Bank transfer (automatic)
CONT3365,21,C3365,Month-to-month,Yes,Electronic check
CONT3366,19,C3366,Two year,No,Mailed check
CONT3367,31,C3367,One year,Yes,Electronic check
CONT3368,52,C3368,Two year,Yes,Mailed check
CONT3369,46,C3369,One year,Yes,Electronic check
CONT3370,11,C3370,Month-to-month,Yes,Electronic check
CONT3371,53,C3371,Month-to-month,Yes,Bank transfer (automatic)
CONT3372,11,C3372,Month-to-month,Yes,Mailed check
CONT3373,57,C3373,Month-to-month,Yes,Bank transfer (automatic)
CONT3374,2,C3374,Month-to-month,Yes,Mailed check
CONT3375,2,C3375,Month-to-month,No,Mailed check
CONT3376,71,C3376,Two year,No,Bank transfer (automatic)
CONT3377,1,C3377,Month-to-month,Yes,Mailed check
CONT3378,68,C3378,Two year,No,Credit card (automatic)
CONT3379,72,C3379,Two year,No,Mailed check
CONT3380,2,C3380,Month-to-month,No,Mailed check
CONT3381,1,C3381,Month-to-month,Yes,Electronic check
CONT3382,41,C3382,One year,Yes,Bank transfer (automatic)
CONT3383,72,C3383,Two year,No,Credit card (automatic)
CONT3384,6,C3384,Month-to-month,Yes,Electronic check
CONT3385,4,C3385,Month-to-month,Yes,Electronic check
CONT3386,12,C3386,Month-to-month,Yes,Electronic check
CONT3387,58,C3387,One year,Yes,Electronic check
CONT3388,7,C3388,Month-to-month,No,Mailed check
CONT3389,65,C3389,Month-to-month,Yes,Mailed check
CONT3390,1,C3390,Month-to-month,Yes,Mailed check
CONT3391,56,C3391,One year,No,Credit card (automatic)
CONT3392,4,C3392,Month-to-month,No,Mailed check
CONT3393,58,C3393,One year,Yes,Mailed check
CONT3394,62,C3394,Two year,Yes,Bank transfer (automatic)
CONT3395,26,C3395,One year,No,Electronic check
CONT3396,62,C3396,Month-to-month,No,Bank transfer (automatic)
CONT3397,58,C3397,One year,No,Credit card (automatic)
CONT3398,68,C3398,Two year,Yes,Electronic check
CONT3399,61,C3399,One year,Yes,Credit card (automatic)
CONT3400,42,C3400,Two year,Yes,Credit card (automatic)
CONT3401,18,C3401,Month-to-month,No,Bank transfer (automatic)
CONT3402,56,C3402,Two year,Yes,Bank transfer (automatic)
CONT3403,4,C3403,Month-to-month,Yes,Electronic check
CONT3404,4,C3404,Month-to-month,No,Credit card (automatic)
CONT3405,35,C3405,One year,No,Credit card (automatic)
CONT3406,64,C3406,Month-to-month,Yes,Bank transfer (automatic)
CONT3407,31,C3407,One year,No,Mailed check
CONT3408,67,C3408,Two year,Yes,Bank transfer (automatic)
CONT3409,4,C3409,Month-to-month,No,Credit card (automatic)
CONT3410,70,C3410,Two year,Yes,Electronic check
CONT3411,3,C3411,Month-to-month,No,Credit card (automatic)
CONT3412,53,C3412,Month-to-month,Yes,Electronic check
CONT3413,2,C3413,Two year,No,Mailed check
CONT3414,29,C3414,Month-to-month,Yes,Credit card (automatic)
CONT3415,47,C3415,Two year,No,Mailed check
CONT3416,68,C3416,One year,Yes,Electronic check
CONT3417,12,C3417,Month-to-month,Yes,Mailed check
CONT3418,8,C3418,Month-to-month,No,Bank transfer (automatic)
CONT3419,54,C3419,Month-to-month,No,Electronic check
CONT3420,69,C3420,Two year,Yes,Mailed check
CONT3421,26,C3421,Month-to-month,Yes,Bank transfer (automatic)
CONT3422,72,C3422,Two year,Yes,Bank transfer (automatic)
CONT3423,70,C3423,Two year,Yes,Bank transfer (automatic)
CONT3424,1,C3424,Month-to-month,No,Mailed check
CONT3425,10,C3425,Month-to-month,Yes,Electronic check
CONT3426,28,C3426,One year,Yes,Bank transfer (automatic)
CONT3427,1,C3427,Month-to-month,Yes,Electronic check
CONT3428,21,C3428,Month-to-month,Yes,Electronic check
CONT3429,51,C3429,Month-to-month,Yes,Bank transfer (automatic)
CONT3430,53,C3430,One year,No,Bank transfer (automatic)
CONT3431,53,C3431,One year,No,Electronic check
CONT3432,24,C3432,Month-to-month,Yes,Electronic check
CONT3433,70,C3433,Two year,Yes,Credit card (automatic)
CONT3434,61,C3434,One year,Yes,Electronic check
CONT3435,11,C3435,One year,Yes,Mailed check
CONT3436,2,C3436,Month-to-month,Yes,Credit card (automatic)
CONT3437,25,C3437,One year,Yes,Bank transfer (automatic)
CONT3438,41,C3438,One year,Yes,Credit card (automatic)
CONT3439,18,C3439,Month-to-month,Yes,Electronic check
CONT3440,72,C3440,Two year,Yes,Bank transfer (automatic)
CONT3441,71,C3441,Two year,Yes,Credit card (automatic)
CONT3442,34,C3442,One year,Yes,Mailed check
CONT3443,29,C3443,Month-to-month,Yes,Credit card (automatic)
CONT3444,40,C3444,One year,Yes,Credit card (automatic)
CONT3445,36,C3445,One year,No,Mailed check
CONT3446,46,C3446,One year,Yes,Electronic check
CONT3447,58,C3447,One year,Yes,Electronic check
CONT3448,39,C3448,One year,No,Credit card (automatic)
CONT3449,4,C3449,Month-to-month,No,Credit card (automatic)
CONT3450,52,C3450,One year,Yes,Credit card (automatic)
CONT3451,70,C3451,One year,Yes,Electronic check
CONT3452,65,C3452,One year,Yes,Bank transfer (automatic)
CONT3453,1,C3453,Month-to-month,Yes,Mailed check
CONT3454,70,C3454,One year,Yes,Electronic check
CONT3455,29,C3455,Month-to-month,Yes,Mailed check
CONT3456,1,C3456,Month-to-month,Yes,Electronic check
CONT3457,67,C3457,Two year,Yes,Mailed check
CONT3458,1,C3458,Month-to-month,Yes,Mailed check
CONT3459,26,C3459,Month-to-month,Yes,Bank transfer (automatic)
CONT3460,30,C3460,Two year,Yes,Mailed check
CONT3461,48,C3461,Month-to-month,Yes,Credit card (automatic)
CONT3462,55,C3462,Month-to-month,No,Electronic check
CONT3463,7,C3463,Month-to-month,Yes,Mailed check
CONT3464,37,C3464,Month-to-month,Yes,Electronic check
CONT3465,31,C3465,Month-to-month,Yes,Bank transfer (automatic)
CONT3466,4,C3466,Month-to-month,Yes,Electronic check
CONT3467,72,C3467,Two year,Yes,Credit card (automatic)
CONT3468,5,C3468,Month-to-month,Yes,Electronic check
CONT3469,1,C3469,Month-to-month,No,Mailed check
CONT3470,15,C3470,Month-to-month,Yes,Electronic check
CONT3471,8,C3471,Month-to-month,Yes,Credit card (automatic)
CONT3472,35,C3472,One year,No,Mailed check
CONT3473,56,C3473,Month-to-month,No,Electronic check
CONT3474,42,C3474,Month-to-month,Yes,Bank transfer (automatic)
CONT3475,65,C3475,Month-to-month,Yes,Electronic check
CONT3476,2,C3476,One year,No,Mailed check
CONT3477,65,C3477,One year,Yes,Electronic check
CONT3478,18,C3478,Month-to-month,Yes,Electronic check
CONT3479,23,C3479,One year,Yes,Electronic check
CONT3480,4,C3480,Month-to-month,Yes,Mailed check
CONT3481,70,C3481,Two year,No,Credit card (automatic)
CONT3482,4,C3482,Month-to-month,No,Electronic check
CONT3483,19,C3483,Month-to-month,Yes,Bank transfer (automatic)
CONT3484,18,C3484,Month-to-month,No,Electronic check
CONT3485,38,C3485,Month-to-month,Yes,Electronic check
CONT3486,2,C3486,Month-to-month,Yes,Credit card (automatic)
CONT3487,47,C3487,One year,No,Bank transfer (automatic)
CONT3488,52,C3488,Two year,No,Bank transfer (automatic)
CONT3489,9,C3489,Month-to-month,No,Mailed check
CONT3490,26,C3490,One year,Yes,Credit card (automatic)
CONT3491,8,C3491,Month-to-month,Yes,Electronic check
CONT3492,44,C3492,One year,Yes,Electronic check
CONT3493,3,C3493,Month-to-month,No,Mailed check
CONT3494,2,C3494,Month-to-month,Yes,Bank transfer (automatic)
CONT3495,9,C3495,Month-to-month,Yes,Bank transfer (automatic)
CONT3496,1,C3496,Month-to-month,Yes,Electronic check
CONT3497,25,C3497,Month-to-month,No,Bank transfer (automatic)
CONT3498,2,C3498,Month-to-month,Yes,Electronic check
CONT3499,43,C3499,Month-to-month,Yes,Electronic check
CONT3500,1,C3500,Month-to-month,No,Mailed check
CONT3501,58,C3501,One year,Yes,Electronic check
CONT3502,59,C3502,Two year,Yes,Mailed check
CONT3503,44,C3503,One year,Yes,Electronic check
CONT3504,66,C3504,One year,Yes,Electronic check
CONT3505,68,C3505,Two year,No,Bank transfer (automatic)
CONT3506,9,C3506,Month-to-month,Yes,Electronic check
CONT3507,19,C3507,Month-to-month,Yes,Electronic check
CONT3508,4,C3508,Month-to-month,No,Mailed check
CONT3509,70,C3509,Two year,Yes,Bank transfer (automatic)
CONT3510,1,C3510,Month-to-month,Yes,Mailed check
CONT3511,8,C3511,Month-to-month,Yes,Electronic check
CONT3512,53,C3512,Two year,No,Mailed check
CONT3513,51,C3513,One year,No,Bank transfer (automatic)
CONT3514,11,C3514,Month-to-month,No,Bank transfer (automatic)
CONT3515,60,C3515,Two year,Yes,Electronic check
CONT3516,17,C3516,Month-to-month,Yes,Credit card (automatic)
CONT3517,3,C3517,Month-to-month,Yes,Electronic check
CONT3518,70,C3518,One year,Yes,Bank transfer (automatic)
CONT3519,1,C3519,Month-to-month,No,Mailed check
CONT3520,43,C3520,Month-to-month,Yes,Electronic check
CONT3521,16,C3521,Month-to-month,No,Mailed check
CONT3522,57,C3522,One year,No,Electronic check
CONT3523,37,C3523,One year,No,Credit card (automatic)
CONT3524,72,C3524,Two year,No,Credit card (automatic)
CONT3525,11,C3525,Month-to-month,Yes,Credit card (automatic)
CONT3526,50,C3526,Month-to-month,Yes,Electronic check
CONT3527,5,C3527,Month-to-month,No,Electronic check
CONT3528,1,C3528,Month-to-month,Yes,Bank transfer (automatic)
CONT3529,16,C3529,Month-to-month,Yes,Mailed check
CONT3530,2,C3530,Month-to-month,Yes,Electronic check
CONT3531,17,C3531,Month-to-month,Yes,Mailed check
CONT3532,16,C3532,One year,No,Credit card (automatic)
CONT3533,15,C3533,Month-to-month,Yes,Electronic check
CONT3534,10,C3534,One year,Yes,Mailed check
CONT3535,46,C3535,One year,Yes,Bank transfer (automatic)
CONT3536,64,C3536,Two year,Yes,Credit card (automatic)
CONT3537,1,C3537,Month-to-month,Yes,Mailed check
CONT3538,25,C3538,One year,No,Mailed check
CONT3539,71,C3539,Two year,No,Credit card (automatic)
CONT3540,8,C3540,Month-to-month,Yes,Mailed check
CONT3541,72,C3541,Two year,Yes,Bank transfer (automatic)
CONT3542,49,C3542,Month-to-month,No,Bank transfer (automatic)
CONT3543,29,C3543,One year,Yes,Credit card (automatic)
CONT3544,72,C3544,Two year,No,Bank transfer (automatic)
CONT3545,31,C3545,Month-to-month,No,Electronic check
CONT3546,50,C3546,Month-to-month,Yes,Electronic check
CONT3547,71,C3547,Two year,No,Electronic check
CONT3548,70,C3548,Two year,No,Credit card (automatic)
CONT3549,71,C3549,One year,No,Credit card (automatic)
CONT3550,61,C3550,Two year,Yes,Bank transfer (automatic)
CONT3551,32,C3551,Month-to-month,Yes,Electronic check
CONT3552,1,C3552,Month-to-month,Yes,Electronic check
CONT3553,68,C3553,Two year,Yes,Bank transfer (automatic)
CONT3554,62,C3554,Two year,No,Bank transfer (automatic)
CONT3555,7,C3555,Month-to-month,Yes,Electronic check
CONT3556,20,C3556,Month-to-month,Yes,Electronic check
CONT3557,6,C3557,One year,No,Mailed check
CONT3558,33,C3558,Month-to-month,Yes,Bank transfer (automatic)
CONT3559,28,C3559,One year,No,Bank transfer (automatic)
CONT3560,27,C3560,Two year,No,Credit card (automatic)
CONT3561,7,C3561,Month-to-month,No,Mailed check
CONT3562,26,C3562,Month-to-month,Yes,Electronic check
CONT3563,5,C3563,Month-to-month,Yes,Electronic check
CONT3564,30,C3564,Month-to-month,Yes,Credit card (automatic)
CONT3565,63,C3565,One year,No,Credit card (automatic)
CONT3566,1,C3566,Month-to-month,Yes,Electronic check
CONT3567,53,C3567,One year,Yes,Electronic check
