customerID,Subscription_ID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
C4214,SUB4214,Yes,No,DSL,No,No,No,Yes,No,No
C4215,SUB4215,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C4216,SUB4216,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C4217,SUB4217,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4218,SUB4218,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4219,SUB4219,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4220,SUB4220,Yes,No,Fiber optic,No,Yes,No,No,No,No
C4221,SUB4221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4222,SUB4222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4223,SUB4223,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C4224,SUB4224,Yes,No,Fiber optic,No,No,No,No,No,No
C4225,SUB4225,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4226,SUB4226,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4227,SUB4227,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4228,SUB4228,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
C4229,SUB4229,Yes,No,Fiber optic,No,No,No,No,No,No
C4230,SUB4230,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C4231,SUB4231,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4232,SUB4232,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C4233,SUB4233,Yes,No,Fiber optic,No,No,No,No,No,No
C4234,SUB4234,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
C4235,SUB4235,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4236,SUB4236,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
C4237,SUB4237,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4238,SUB4238,Yes,No,DSL,No,No,Yes,No,Yes,Yes
C4239,SUB4239,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4240,SUB4240,No,No phone service,DSL,No,Yes,Yes,No,No,No
C4241,SUB4241,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C4242,SUB4242,Yes,No,DSL,Yes,Yes,Yes,No,No,No
C4243,SUB4243,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4244,SUB4244,Yes,No,DSL,Yes,No,No,Yes,Yes,No
C4245,SUB4245,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4246,SUB4246,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4247,SUB4247,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C4248,SUB4248,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4249,SUB4249,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
C4250,SUB4250,Yes,No,DSL,No,Yes,Yes,No,No,Yes
C4251,SUB4251,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
C4252,SUB4252,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
C4253,SUB4253,Yes,Yes,DSL,No,No,Yes,No,No,No
C4254,SUB4254,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C4255,SUB4255,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
C4256,SUB4256,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
C4257,SUB4257,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4258,SUB4258,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4259,SUB4259,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C4260,SUB4260,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4261,SUB4261,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
C4262,SUB4262,Yes,No,DSL,No,Yes,No,Yes,No,No
C4263,SUB4263,Yes,No,DSL,Yes,No,Yes,No,Yes,No
C4264,SUB4264,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C4265,SUB4265,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4266,SUB4266,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
C4267,SUB4267,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
C4268,SUB4268,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4269,SUB4269,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
C4270,SUB4270,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C4271,SUB4271,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4272,SUB4272,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4273,SUB4273,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4274,SUB4274,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
C4275,SUB4275,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4276,SUB4276,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4277,SUB4277,Yes,No,DSL,No,Yes,No,No,No,No
C4278,SUB4278,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4279,SUB4279,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4280,SUB4280,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4281,SUB4281,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4282,SUB4282,No,No phone service,DSL,Yes,Yes,No,No,No,No
C4283,SUB4283,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4284,SUB4284,Yes,No,Fiber optic,No,No,No,No,No,No
C4285,SUB4285,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C4286,SUB4286,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
C4287,SUB4287,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
C4288,SUB4288,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C4289,SUB4289,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C4290,SUB4290,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4291,SUB4291,No,No phone service,DSL,No,No,No,Yes,Yes,No
C4292,SUB4292,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4293,SUB4293,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4294,SUB4294,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C4295,SUB4295,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
C4296,SUB4296,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C4297,SUB4297,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
C4298,SUB4298,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
C4299,SUB4299,Yes,No,DSL,No,No,No,No,No,No
C4300,SUB4300,Yes,Yes,DSL,Yes,Yes,No,No,No,No
C4301,SUB4301,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4302,SUB4302,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4303,SUB4303,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
C4304,SUB4304,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4305,SUB4305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4306,SUB4306,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4307,SUB4307,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4308,SUB4308,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C4309,SUB4309,Yes,No,Fiber optic,No,No,No,No,No,No
C4310,SUB4310,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
C4311,SUB4311,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4312,SUB4312,No,No phone service,DSL,No,Yes,No,No,No,Yes
C4313,SUB4313,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C4314,SUB4314,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
C4315,SUB4315,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C4316,SUB4316,Yes,No,Fiber optic,No,No,No,No,Yes,No
C4317,SUB4317,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4318,SUB4318,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4319,SUB4319,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
C4320,SUB4320,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C4321,SUB4321,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4322,SUB4322,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C4323,SUB4323,Yes,No,Fiber optic,No,No,No,No,No,No
C4324,SUB4324,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C4325,SUB4325,Yes,No,DSL,Yes,No,Yes,No,No,Yes
C4326,SUB4326,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4327,SUB4327,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C4328,SUB4328,Yes,No,Fiber optic,No,No,No,No,No,No
C4329,SUB4329,Yes,Yes,DSL,No,No,No,No,No,No
C4330,SUB4330,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
C4331,SUB4331,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
C4332,SUB4332,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4333,SUB4333,Yes,Yes,DSL,Yes,No,No,Yes,No,No
C4334,SUB4334,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
C4335,SUB4335,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4336,SUB4336,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
C4337,SUB4337,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4338,SUB4338,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C4339,SUB4339,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
C4340,SUB4340,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
C4341,SUB4341,Yes,No,DSL,No,No,No,Yes,No,No
C4342,SUB4342,Yes,No,DSL,No,No,No,No,No,No
C4343,SUB4343,Yes,Yes,DSL,Yes,No,Yes,No,No,No
C4344,SUB4344,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4345,SUB4345,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
C4346,SUB4346,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4347,SUB4347,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
C4348,SUB4348,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
C4349,SUB4349,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4350,SUB4350,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C4351,SUB4351,Yes,No,DSL,No,No,No,No,No,No
C4352,SUB4352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4353,SUB4353,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C4354,SUB4354,Yes,No,Fiber optic,No,No,Yes,No,No,No
C4355,SUB4355,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4356,SUB4356,Yes,Yes,DSL,No,No,No,No,No,No
C4357,SUB4357,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4358,SUB4358,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4359,SUB4359,Yes,No,DSL,No,No,No,No,Yes,Yes
C4360,SUB4360,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C4361,SUB4361,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
C4362,SUB4362,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C4363,SUB4363,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4364,SUB4364,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C4365,SUB4365,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C4366,SUB4366,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
C4367,SUB4367,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C4368,SUB4368,Yes,No,DSL,No,No,Yes,Yes,No,No
C4369,SUB4369,Yes,No,Fiber optic,No,No,No,No,Yes,No
C4370,SUB4370,No,No phone service,DSL,No,No,No,No,No,No
C4371,SUB4371,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C4372,SUB4372,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4373,SUB4373,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4374,SUB4374,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4375,SUB4375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4376,SUB4376,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C4377,SUB4377,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
C4378,SUB4378,Yes,No,Fiber optic,No,No,No,No,Yes,No
C4379,SUB4379,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4380,SUB4380,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C4381,SUB4381,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4382,SUB4382,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C4383,SUB4383,Yes,Yes,DSL,No,No,No,No,No,No
C4384,SUB4384,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
C4385,SUB4385,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
C4386,SUB4386,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4387,SUB4387,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C4388,SUB4388,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4389,SUB4389,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4390,SUB4390,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C4391,SUB4391,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C4392,SUB4392,Yes,No,DSL,No,No,No,Yes,Yes,No
C4393,SUB4393,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4394,SUB4394,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C4395,SUB4395,Yes,Yes,DSL,No,No,Yes,Yes,No,No
C4396,SUB4396,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4397,SUB4397,No,No phone service,DSL,No,No,No,No,No,No
C4398,SUB4398,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
C4399,SUB4399,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
C4400,SUB4400,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
C4401,SUB4401,No,No phone service,DSL,No,No,No,No,No,No
C4402,SUB4402,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4403,SUB4403,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
C4404,SUB4404,Yes,Yes,DSL,No,Yes,Yes,No,No,No
C4405,SUB4405,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
C4406,SUB4406,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C4407,SUB4407,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
C4408,SUB4408,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4409,SUB4409,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
C4410,SUB4410,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
C4411,SUB4411,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C4412,SUB4412,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes
C4413,SUB4413,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4414,SUB4414,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
C4415,SUB4415,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4416,SUB4416,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
C4417,SUB4417,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes
C4418,SUB4418,Yes,No,Fiber optic,No,No,No,No,No,No
C4419,SUB4419,Yes,No,DSL,Yes,Yes,Yes,No,No,No
C4420,SUB4420,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4421,SUB4421,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
C4422,SUB4422,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C4423,SUB4423,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C4424,SUB4424,Yes,No,DSL,No,Yes,Yes,No,Yes,No
C4425,SUB4425,No,No phone service,DSL,No,No,No,No,No,No
C4426,SUB4426,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
C4427,SUB4427,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
C4428,SUB4428,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
C4429,SUB4429,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C4430,SUB4430,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
C4431,SUB4431,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C4432,SUB4432,Yes,No,Fiber optic,No,No,No,No,No,No
C4433,SUB4433,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
C4434,SUB4434,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4435,SUB4435,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C4436,SUB4436,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C4437,SUB4437,Yes,No,DSL,Yes,Yes,Yes,No,No,No
C4438,SUB4438,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4439,SUB4439,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4440,SUB4440,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4441,SUB4441,Yes,No,DSL,No,Yes,No,No,No,Yes
C4442,SUB4442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4443,SUB4443,Yes,No,Fiber optic,No,No,No,No,Yes,No
C4444,SUB4444,Yes,No,DSL,No,No,No,No,No,No
C4445,SUB4445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4446,SUB4446,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
C4447,SUB4447,Yes,No,Fiber optic,No,No,No,No,Yes,No
C4448,SUB4448,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C4449,SUB4449,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C4450,SUB4450,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4451,SUB4451,Yes,Yes,DSL,No,Yes,No,Yes,No,No
C4452,SUB4452,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C4453,SUB4453,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4454,SUB4454,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4455,SUB4455,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4456,SUB4456,Yes,No,DSL,No,No,Yes,No,No,No
C4457,SUB4457,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4458,SUB4458,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4459,SUB4459,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
C4460,SUB4460,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C4461,SUB4461,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
C4462,SUB4462,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C4463,SUB4463,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C4464,SUB4464,Yes,No,Fiber optic,No,No,No,No,No,No
C4465,SUB4465,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
C4466,SUB4466,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
C4467,SUB4467,Yes,No,Fiber optic,No,No,No,No,No,Yes
C4468,SUB4468,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
C4469,SUB4469,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4470,SUB4470,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No
C4471,SUB4471,Yes,No,DSL,No,No,No,No,No,No
C4472,SUB4472,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
C4473,SUB4473,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
C4474,SUB4474,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4475,SUB4475,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
C4476,SUB4476,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4477,SUB4477,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4478,SUB4478,Yes,No,DSL,Yes,No,No,No,No,No
C4479,SUB4479,Yes,No,DSL,No,No,No,No,Yes,No
C4480,SUB4480,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4481,SUB4481,Yes,No,Fiber optic,No,No,No,No,No,No
C4482,SUB4482,No,No phone service,DSL,Yes,No,No,No,Yes,No
C4483,SUB4483,Yes,Yes,Fiber optic,No,No,No,No,No,No
C4484,SUB4484,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4485,SUB4485,Yes,No,Fiber optic,No,No,No,No,No,No
C4486,SUB4486,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4487,SUB4487,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C4488,SUB4488,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4489,SUB4489,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4490,SUB4490,Yes,Yes,DSL,No,Yes,No,No,No,No
C4491,SUB4491,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C4492,SUB4492,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4493,SUB4493,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4494,SUB4494,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4495,SUB4495,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C4496,SUB4496,Yes,No,Fiber optic,No,No,No,No,No,No
C4497,SUB4497,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4498,SUB4498,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4499,SUB4499,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4500,SUB4500,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C4501,SUB4501,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C4502,SUB4502,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4503,SUB4503,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C4504,SUB4504,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
C4505,SUB4505,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4506,SUB4506,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4507,SUB4507,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C4508,SUB4508,Yes,No,DSL,Yes,No,No,Yes,No,Yes
C4509,SUB4509,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4510,SUB4510,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C4511,SUB4511,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
C4512,SUB4512,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C4513,SUB4513,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
C4514,SUB4514,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4515,SUB4515,Yes,No,Fiber optic,No,No,No,No,No,Yes
C4516,SUB4516,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C4517,SUB4517,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C4518,SUB4518,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4519,SUB4519,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C4520,SUB4520,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C4521,SUB4521,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4522,SUB4522,No,No phone service,DSL,Yes,Yes,No,No,Yes,No
C4523,SUB4523,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4524,SUB4524,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4525,SUB4525,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
C4526,SUB4526,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
C4527,SUB4527,Yes,No,Fiber optic,Yes,No,No,No,No,No
C4528,SUB4528,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
C4529,SUB4529,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
C4530,SUB4530,Yes,No,DSL,No,No,No,Yes,No,No
C4531,SUB4531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4532,SUB4532,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C4533,SUB4533,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C4534,SUB4534,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C4535,SUB4535,Yes,No,DSL,No,No,No,Yes,No,No
C4536,SUB4536,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C4537,SUB4537,Yes,No,Fiber optic,No,No,No,No,No,No
C4538,SUB4538,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
C4539,SUB4539,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
C4540,SUB4540,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
C4541,SUB4541,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C4542,SUB4542,Yes,Yes,DSL,No,No,No,No,No,No
C4543,SUB4543,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C4544,SUB4544,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
