CustomerID,Billing_ID,MonthlyCharges,TotalCharges
C3445,BILL3445,35.35,1317.95
C3446,BILL3446,103.15,4594.65
C3447,BILL3447,107.75,6332.75
C3448,BILL3448,81.4,3213.75
C3449,BILL3449,61.45,229.55
C3450,BILL3450,95.7,4976.15
C3451,BILL3451,104.8,7308.95
C3452,BILL3452,70.95,4555.2
C3453,BILL3453,44.95,44.95
C3454,BILL3454,97.65,6982.5
C3455,BILL3455,35.65,1025.15
C3456,BILL3456,90.55,90.55
C3457,BILL3457,85.25,5714.2
C3458,BILL3458,19.5,19.5
C3459,BILL3459,88.8,2274.35
C3460,BILL3460,25.1,789.55
C3461,BILL3461,100.05,4834
C3462,BILL3462,55.7,3131.8
C3463,BILL3463,85.2,602.55
C3464,BILL3464,91.15,3369.25
C3465,BILL3465,83.85,2674.15
C3466,BILL3466,45.9,199.75
C3467,BILL3467,25.1,1790.8
C3468,BILL3468,91.4,449.75
C3469,BILL3469,19.7,19.7
C3470,BILL3470,91.5,1400.3
C3471,BILL3471,51.3,411.6
C3472,BILL3472,21.1,741
C3473,BILL3473,104.75,5841.35
C3474,BILL3474,106.15,4512.7
C3475,BILL3475,85.75,5688.45
C3476,BILL3476,20.3,31.9
C3477,BILL3477,100.75,6674.65
C3478,BILL3478,74.15,1345.75
C3479,BILL3479,78.55,1843.05
C3480,BILL3480,45.3,196.95
C3481,BILL3481,19.85,1433.8
C3482,BILL3482,50.7,214.55
C3483,BILL3483,45,865.85
C3484,BILL3484,77.8,1358.6
C3485,BILL3485,83.45,3147.15
C3486,BILL3486,73.25,131.05
C3487,BILL3487,94.8,4535.85
C3488,BILL3488,20.1,1078.75
C3489,BILL3489,59.9,542.4
C3490,BILL3490,90.1,2312.55
C3491,BILL3491,51.05,415.05
C3492,BILL3492,70.95,3250.45
C3493,BILL3493,29.2,98.5
C3494,BILL3494,46.6,87.9
C3495,BILL3495,85.35,754.65
C3496,BILL3496,75.35,75.35
C3497,BILL3497,74.3,1952.25
C3498,BILL3498,69.3,153.8
C3499,BILL3499,75.2,3198.6
C3500,BILL3500,20.9,20.9
C3501,BILL3501,94.3,5610.15
C3502,BILL3502,76.45,4519.5
C3503,BILL3503,54,2440.25
C3504,BILL3504,104.25,6860.6
C3505,BILL3505,19.95,1377.7
C3506,BILL3506,24.95,190.25
C3507,BILL3507,84.75,1651.95
C3508,BILL3508,19.75,78.3
C3509,BILL3509,113.65,7939.25
C3510,BILL3510,44.9,44.9
C3511,BILL3511,75.25,576.7
C3512,BILL3512,24.6,1279
C3513,BILL3513,25,1260.7
C3514,BILL3514,20.95,267.35
C3515,BILL3515,110.6,6586.85
C3516,BILL3516,55.5,934.15
C3517,BILL3517,43.3,123.65
C3518,BILL3518,109.5,7534.65
C3519,BILL3519,19.45,19.45
C3520,BILL3520,84.85,3645.6
C3521,BILL3521,19.6,314.45
C3522,BILL3522,53.45,3053
C3523,BILL3523,19.8,677.05
C3524,BILL3524,112.1,7965.95
C3525,BILL3525,84.8,906.85
C3526,BILL3526,95.05,4888.7
C3527,BILL3527,50.35,237.25
C3528,BILL3528,74.6,74.6
C3529,BILL3529,19.7,342.4
C3530,BILL3530,74.2,140.1
C3531,BILL3531,69,1108
C3532,BILL3532,19.35,295.55
C3533,BILL3533,59.45,892.65
C3534,BILL3534,19.8,198.25
C3535,BILL3535,105.2,4822.85
C3536,BILL3536,109.2,6741.15
C3537,BILL3537,79.15,79.15
C3538,BILL3538,53.65,1355.45
C3539,BILL3539,100.2,7209
C3540,BILL3540,45.15,438.4
C3541,BILL3541,108.65,7726.35
C3542,BILL3542,40.65,2070.75
C3543,BILL3543,55.35,1636.95
C3544,BILL3544,105.6,7581.5
C3545,BILL3545,93.8,3019.5
C3546,BILL3546,95.7,4729.75
C3547,BILL3547,83.2,6126.1
C3548,BILL3548,90.05,6333.4
C3549,BILL3549,97.65,6687.85
C3550,BILL3550,68.05,4158.25
C3551,BILL3551,96.2,3183.4
C3552,BILL3552,79.6,79.6
C3553,BILL3553,102.1,7149.35
C3554,BILL3554,23.4,1429.65
C3555,BILL3555,71.05,472.65
C3556,BILL3556,85.25,1734.5
C3557,BILL3557,19.45,113.5
C3558,BILL3558,59.45,1884.65
C3559,BILL3559,92.2,2568.15
C3560,BILL3560,19.85,470
C3561,BILL3561,43.9,278.4
C3562,BILL3562,80.5,2088.8
C3563,BILL3563,89.8,502.6
C3564,BILL3564,90.5,2595.85
C3565,BILL3565,90.45,5825.5
C3566,BILL3566,50.75,50.75
C3567,BILL3567,84.6,4449.75
C3568,BILL3568,89.65,1208.35
C3569,BILL3569,99.15,1956.4
C3570,BILL3570,19.95,310.6
C3571,BILL3571,20.5,290.55
C3572,BILL3572,62.1,2096.1
C3573,BILL3573,79.5,2665
C3574,BILL3574,19.55,543.8
C3575,BILL3575,20.35,20.35
C3576,BILL3576,51.7,3005.8
C3577,BILL3577,23.3,1623.15
C3578,BILL3578,65.4,2498.4
C3579,BILL3579,65.1,2586
C3580,BILL3580,81.2,3292.3
C3581,BILL3581,72.9,651.4
C3582,BILL3582,74.5,4674.55
C3583,BILL3583,80.5,232.35
C3584,BILL3584,60.3,2448.5
C3585,BILL3585,75,658.1
C3586,BILL3586,90.15,3128.8
C3587,BILL3587,40,223.45
C3588,BILL3588,99.45,919.4
C3589,BILL3589,69.05,653.95
C3590,BILL3590,59.7,1825.5
C3591,BILL3591,19.85,943.1
C3592,BILL3592,86.25,181.65
C3593,BILL3593,45.65,45.65
C3594,BILL3594,70.1,551.35
C3595,BILL3595,40.75,359.4
C3596,BILL3596,70.2,115.95
C3597,BILL3597,55.35,165.2
C3598,BILL3598,95.7,2338.35
C3599,BILL3599,46.3,46.3
C3600,BILL3600,81.3,3541.1
C3601,BILL3601,84.2,4146.05
C3602,BILL3602,20,1087.25
C3603,BILL3603,66.15,2522.4
C3604,BILL3604,45.85,81
C3605,BILL3605,19.6,717.3
C3606,BILL3606,49.8,1734.2
C3607,BILL3607,101.75,7069.3
C3608,BILL3608,55.15,742.9
C3609,BILL3609,75.25,3017.65
C3610,BILL3610,103.95,6423
C3611,BILL3611,100.15,1164.3
C3612,BILL3612,99.65,4220.35
C3613,BILL3613,73.7,1558.7
C3614,BILL3614,50.05,2743.45
C3615,BILL3615,60.25,4055.5
C3616,BILL3616,105.75,2710.25
C3617,BILL3617,87.3,6055.55
C3618,BILL3618,48.35,810.7
C3619,BILL3619,54.25,2538.2
C3620,BILL3620,85.3,6129.2
C3621,BILL3621,50,1750.85
C3622,BILL3622,24.4,36.55
C3623,BILL3623,90.95,6652.45
C3624,BILL3624,72.25,2575.45
C3625,BILL3625,96.1,6019.35
C3626,BILL3626,19.85,1379.6
C3627,BILL3627,55.3,1284.2
C3628,BILL3628,20.1,296.15
C3629,BILL3629,69.5,653.25
C3630,BILL3630,25.15,412.6
C3631,BILL3631,20.95,85.5
C3632,BILL3632,49.55,49.55
C3633,BILL3633,79.65,1928.7
C3634,BILL3634,71.25,71.25
C3635,BILL3635,113.8,7845.8
C3636,BILL3636,24.55,1750.7
C3637,BILL3637,19.7,216.2
C3638,BILL3638,20.25,178.5
C3639,BILL3639,50.15,115.1
C3640,BILL3640,100.5,6029
C3641,BILL3641,95.9,2745.2
C3642,BILL3642,74.45,3721.9
C3643,BILL3643,104.1,3121.1
C3644,BILL3644,19.05,990.45
C3645,BILL3645,25,1004.35
C3646,BILL3646,19.05,157.65
C3647,BILL3647,81.9,3219.75
C3648,BILL3648,69.7,572.85
C3649,BILL3649,90.15,4554.85
C3650,BILL3650,25.35,1847.55
C3651,BILL3651,24.65,1766.75
C3652,BILL3652,19.55,1462.05
C3653,BILL3653,25.25,25.25
C3654,BILL3654,60,2193.2
C3655,BILL3655,89.9,2433.5
C3656,BILL3656,19.4,641.15
C3657,BILL3657,49.8,2398.4
C3658,BILL3658,24.1,861.85
C3659,BILL3659,54.25,583
C3660,BILL3660,109.9,7332.4
C3661,BILL3661,35.5,249.55
C3662,BILL3662,87.55,4475.9
C3663,BILL3663,45.15,416.45
C3664,BILL3664,88.4,788.6
C3665,BILL3665,50.8,202.3
C3666,BILL3666,99,6994.6
C3667,BILL3667,84.4,4116.15
C3668,BILL3668,96.55,2263.45
C3669,BILL3669,59.75,1374.35
C3670,BILL3670,111.5,4915.15
C3671,BILL3671,24.25,838.5
C3672,BILL3672,75.1,75.1
C3673,BILL3673,70.15,3715.65
C3674,BILL3674,101.75,4273.45
C3675,BILL3675,45.8,45.8
C3676,BILL3676,20.5,20.5
C3677,BILL3677,70.4,2044.75
C3678,BILL3678,30.55,30.55
C3679,BILL3679,84.9,1398.25
C3680,BILL3680,20.1,20.1
C3681,BILL3681,40.65,328.95
C3682,BILL3682,101,4680.05
C3683,BILL3683,69.1,69.1
C3684,BILL3684,54.5,3778.2
C3685,BILL3685,75.35,3161.4
C3686,BILL3686,44.45,2188.45
C3687,BILL3687,75,999.45
C3688,BILL3688,100,1888.65
C3689,BILL3689,98.05,3990.6
C3690,BILL3690,71.15,71.15
C3691,BILL3691,54.15,1240.25
C3692,BILL3692,63.9,2635
C3693,BILL3693,69.15,235
C3694,BILL3694,64.65,2347.85
C3695,BILL3695,108.75,7156.2
C3696,BILL3696,98.85,3089.6
C3697,BILL3697,49.15,270.8
C3698,BILL3698,89.6,2901.8
C3699,BILL3699,83.25,4949.1
C3700,BILL3700,70.25,2198.9
C3701,BILL3701,19.4,374.5
C3702,BILL3702,24.5,761.95
C3703,BILL3703,79.15,1520.9
C3704,BILL3704,20.1,190.25
C3705,BILL3705,73,5163
C3706,BILL3706,61.4,4059.85
C3707,BILL3707,84.3,2281.6
C3708,BILL3708,19.9,1356.7
C3709,BILL3709,20.4,231.45
C3710,BILL3710,50.75,50.75
C3711,BILL3711,20.45,242.4
C3712,BILL3712,75.75,4264.25
C3713,BILL3713,65.4,2774.55
C3714,BILL3714,80.4,3605.2
C3715,BILL3715,59.75,4069.9
C3716,BILL3716,78.5,874.2
C3717,BILL3717,102,1145.35
C3718,BILL3718,48.95,1323.7
C3719,BILL3719,99.65,5497.05
C3720,BILL3720,18.25,534.7
C3721,BILL3721,54.55,2455.05
C3722,BILL3722,20.65,38.7
C3723,BILL3723,40.65,947.4
C3724,BILL3724,20.45,357
C3725,BILL3725,24.8,1476.25
C3726,BILL3726,70.8,70.8
C3727,BILL3727,89.05,1448.6
C3728,BILL3728,96.6,291.9
C3729,BILL3729,88.8,5903.15
C3730,BILL3730,20.05,1201.65
C3731,BILL3731,104.5,5921.35
C3732,BILL3732,69.8,146.65
C3733,BILL3733,77.15,1759.4
C3734,BILL3734,35.05,844.45
C3735,BILL3735,108.1,7774.05
C3736,BILL3736,84.05,134.05
C3737,BILL3737,20.2,140.95
C3738,BILL3738,50.6,249.95
C3739,BILL3739,49.2,1701.65
C3740,BILL3740,24.6,592.65
C3741,BILL3741,71.65,135.75
C3742,BILL3742,104.9,7732.65
C3743,BILL3743,106.5,4282.4
C3744,BILL3744,49.35,219.65
C3745,BILL3745,75.5,2018.1
C3746,BILL3746,94.25,669
C3747,BILL3747,68.95,68.95
C3748,BILL3748,58.5,224.85
C3749,BILL3749,78.9,3771.5
C3750,BILL3750,93.85,196.75
C3751,BILL3751,79.2,943.85
C3752,BILL3752,109.45,6572.85
C3753,BILL3753,59.2,3175.85
C3754,BILL3754,29.15,29.15
C3755,BILL3755,20.05,20.05
C3756,BILL3756,76.05,318.9
C3757,BILL3757,24.45,24.45
C3758,BILL3758,66.5,2762.75
C3759,BILL3759,49.55,49.55
C3760,BILL3760,89.35,631.85
C3761,BILL3761,73.6,232.5
C3762,BILL3762,82.65,5919.35
C3763,BILL3763,49,749.25
C3764,BILL3764,80.35,307.4
C3765,BILL3765,25.2,245.15
C3766,BILL3766,25.45,134.75
C3767,BILL3767,55.8,55.8
C3768,BILL3768,110.9,8240.85
C3769,BILL3769,77.75,4266.4
C3770,BILL3770,26.2,1077.5
C3771,BILL3771,19.9,1115.6
C3772,BILL3772,79.05,79.05
C3773,BILL3773,95,95
C3774,BILL3774,25.2,25.2
C3775,BILL3775,80.85,4079.55
C3776,BILL3776,98.4,4187.75
C3777,BILL3777,56.35,2391.15
C3778,BILL3778,19.3,890.5
C3779,BILL3779,50.4,137.25
C3780,BILL3780,79.4,5154.6
C3781,BILL3781,55.25,3119.9
C3782,BILL3782,19.1,529.5
C3783,BILL3783,84.05,966.55
C3784,BILL3784,105.2,6936.85
C3785,BILL3785,101.4,3496.3
C3786,BILL3786,89.8,914.3
C3787,BILL3787,75.75,1929
C3788,BILL3788,95.3,5817.7
C3789,BILL3789,109.75,6110.2
C3790,BILL3790,19.85,178.8
C3791,BILL3791,19.3,28.3
C3792,BILL3792,69.1,435
C3793,BILL3793,91.25,2351.8
C3794,BILL3794,20.25,186.15
C3795,BILL3795,54.75,445.85
C3796,BILL3796,81.45,912
C3797,BILL3797,49.1,679.55
C3798,BILL3798,80.2,3581.6
C3799,BILL3799,100.3,4222.95
C3800,BILL3800,65.25,1994.3
C3801,BILL3801,90.95,5930.05
C3802,BILL3802,85.45,1505.85
C3803,BILL3803,20,20
C3804,BILL3804,94.1,5638.3
C3805,BILL3805,79.85,797.25
C3806,BILL3806,71.65,71.65
C3807,BILL3807,73.55,1359.45
C3808,BILL3808,104.65,2542.45
C3809,BILL3809,19.3,54.7
C3810,BILL3810,20.15,989.05
C3811,BILL3811,44.55,44.55
C3812,BILL3812,54.45,87.3
C3813,BILL3813,19.65,351.55
C3814,BILL3814,105,7297.75
C3815,BILL3815,88.7,6301.7
C3816,BILL3816,74.25,210.3
C3817,BILL3817,75.15,3822.45
C3818,BILL3818,20.25,1048.45
C3819,BILL3819,109.1,6393.65
C3820,BILL3820,30.75,1489.3
C3821,BILL3821,112.9,8061.5
C3822,BILL3822,74.2,74.2
C3823,BILL3823,94.05,518.75
C3824,BILL3824,78.85,5763.15
C3825,BILL3825,55.3,238.5
C3826,BILL3826,19.35,1031.7
C3827,BILL3827,25.35,50.5
C3828,BILL3828,20.45,34.8
C3829,BILL3829,19.35,1319.95
C3830,BILL3830,101,4388.4
C3831,BILL3831,100.2,420.2
C3832,BILL3832,89.05,2177.45
C3833,BILL3833,78.65,3950.85
C3834,BILL3834,74.75,827.05
C3835,BILL3835,70.1,3913.3
C3836,BILL3836,19.9,533.5
C3837,BILL3837,58.35,3756.45
C3838,BILL3838,105.65,443.9
C3839,BILL3839,100.5,2599.95
C3840,BILL3840,20.05,284.3
C3841,BILL3841,25.65,1740.8
C3842,BILL3842,96.5,3436.1
C3843,BILL3843,95,2462.55
C3844,BILL3844,70.85,70.85
C3845,BILL3845,85.95,3110.1
C3846,BILL3846,73.9,280.85
C3847,BILL3847,45.45,411.75
C3848,BILL3848,20,198.6
C3849,BILL3849,49.2,103.7
C3850,BILL3850,109.45,6144.55
C3851,BILL3851,83.25,4089.45
C3852,BILL3852,19.25,864.2
C3853,BILL3853,19.65,19.65
C3854,BILL3854,72.8,3249.4
C3855,BILL3855,109.65,5405.8
C3856,BILL3856,65,3363.8
C3857,BILL3857,114.1,7132.15
C3858,BILL3858,20.65,93.55
C3859,BILL3859,86.95,4138.9
C3860,BILL3860,94.75,5121.75
C3861,BILL3861,25.35,566.1
C3862,BILL3862,105.45,2715.3
C3863,BILL3863,25.4,1782.05
C3864,BILL3864,102.55,1742.5
C3865,BILL3865,100.2,2983.8
C3866,BILL3866,24,24
C3867,BILL3867,25.6,485.9
C3868,BILL3868,73.5,1905.7
C3869,BILL3869,74.05,1565.7
C3870,BILL3870,98.25,4858.7
C3871,BILL3871,54.4,3723.65
C3872,BILL3872,101.55,298.35
C3873,BILL3873,103.1,970.45
C3874,BILL3874,34.2,1782
C3875,BILL3875,43.75,405.7
C3876,BILL3876,111.95,4534.9
C3877,BILL3877,100.65,2415.95
C3878,BILL3878,55.95,1157.05
C3879,BILL3879,116.05,8297.5
C3880,BILL3880,45.75,45.75
C3881,BILL3881,82,2083.1
C3882,BILL3882,65.15,4681.75
C3883,BILL3883,44.8,176.2
C3884,BILL3884,79.8,1001.2
C3885,BILL3885,88.85,1594.75
C3886,BILL3886,74.95,212.4
C3887,BILL3887,106.85,7677.4
C3888,BILL3888,74.95,815.5
C3889,BILL3889,80.15,80.15
C3890,BILL3890,19.3,259.65
C3891,BILL3891,109.25,8109.8
C3892,BILL3892,56.1,2386.85
C3893,BILL3893,19.7,340.35
C3894,BILL3894,51.3,419.35
C3895,BILL3895,118.6,7990.05
C3896,BILL3896,24.15,1402.25
C3897,BILL3897,20.3,749.35
C3898,BILL3898,115.5,8425.15
C3899,BILL3899,25.05,1171.5
C3900,BILL3900,109.1,5647.95
C3901,BILL3901,19.65,708.8
C3902,BILL3902,111.3,7567.2
C3903,BILL3903,29.9,29.9
C3904,BILL3904,80.6,4348.1
C3905,BILL3905,20.8,635.9
C3906,BILL3906,35.2,108.95
C3907,BILL3907,78.8,78.8
C3908,BILL3908,89.95,1682.4
C3909,BILL3909,116.05,6925.9
C3910,BILL3910,19.55,223.15
C3911,BILL3911,106.4,5127.95
C3912,BILL3912,49.4,874.8
C3913,BILL3913,115.25,6758.45
C3914,BILL3914,24.8,1874.3
C3915,BILL3915,19.9,791.15
C3916,BILL3916,81.25,4639.45
C3917,BILL3917,69.95,143.9
C3918,BILL3918,69.1,69.1
C3919,BILL3919,90.2,1776.55
C3920,BILL3920,93.55,536.4
C3921,BILL3921,86.4,6172
C3922,BILL3922,66.3,1559.45
C3923,BILL3923,94.65,6079
C3924,BILL3924,80.85,80.85
C3925,BILL3925,82.05,4029.95
C3926,BILL3926,72.1,2658.4
C3927,BILL3927,34.7,383.55
C3928,BILL3928,20.55,51.15
C3929,BILL3929,95.95,1745.5
C3930,BILL3930,44.8,2230.85
C3931,BILL3931,109.4,7281.6
C3932,BILL3932,71.05,1837.7
C3933,BILL3933,78.55,149.55
C3934,BILL3934,19.7,180.7
C3935,BILL3935,40.25,411.45
C3936,BILL3936,19.85,1328.35
C3937,BILL3937,68.25,576.95
C3938,BILL3938,20.15,68.45
C3939,BILL3939,50.95,123.05
C3940,BILL3940,78.65,78.65
C3941,BILL3941,25.15,468.35
C3942,BILL3942,20.25,174.7
C3943,BILL3943,42.9,42.9
C3944,BILL3944,44,44
C3945,BILL3945,20.25,172.35
C3946,BILL3946,34.25,139.35
C3947,BILL3947,58.5,539.85
C3948,BILL3948,55.8,300.4
C3949,BILL3949,88.9,4968
C3950,BILL3950,57.65,992.7
C3951,BILL3951,96.2,4718.25
C3952,BILL3952,79.15,5536.5
C3953,BILL3953,108.05,7806.6
C3954,BILL3954,74.4,434.1
C3955,BILL3955,94.8,1563.9
C3956,BILL3956,45.9,1332.4
C3957,BILL3957,105.3,545.2
C3958,BILL3958,102.6,6296.75
C3959,BILL3959,73.85,1284.2
C3960,BILL3960,61.35,3645.5
C3961,BILL3961,57.55,161.45
C3962,BILL3962,29.25,226.95
C3963,BILL3963,84.55,646.85
C3964,BILL3964,19.6,1441.65
C3965,BILL3965,111.75,7511.3
C3966,BILL3966,106.5,5621.85
C3967,BILL3967,107.7,7919.8
C3968,BILL3968,19.3,593.2
C3969,BILL3969,20.05,1423.65
C3970,BILL3970,69.95,69.95
C3971,BILL3971,63.7,2763.35
C3972,BILL3972,24.75,692.1
C3973,BILL3973,50.9,2298.55
C3974,BILL3974,60.4,2640.55
C3975,BILL3975,79.25,2911.8
C3976,BILL3976,85.8,1727.5
C3977,BILL3977,24.45,86.6
C3978,BILL3978,110.1,6705.7
C3979,BILL3979,90.7,237.65
C3980,BILL3980,25.3,1672.35
C3981,BILL3981,105.7,2979.5
C3982,BILL3982,85.2,695.75
C3983,BILL3983,24.35,1654.6
C3984,BILL3984,24.25,24.25
C3985,BILL3985,25.1,1857.85
C3986,BILL3986,54.55,825.1
C3987,BILL3987,96.6,6424.25
C3988,BILL3988,76.5,837.95
C3989,BILL3989,81.15,4126.2
C3990,BILL3990,38.5,330.8
C3991,BILL3991,92.9,1337.45
C3992,BILL3992,93.5,362.2
C3993,BILL3993,84.7,5991.05
C3994,BILL3994,66,4891.5
C3995,BILL3995,101.5,5373.1
C3996,BILL3996,74.9,2068.55
C3997,BILL3997,20.75,487.05
C3998,BILL3998,61.45,4131.2
C3999,BILL3999,54.5,2301.15
C4000,BILL4000,69.6,131.65
C4001,BILL4001,99.75,4036
C4002,BILL4002,109.75,4900.65
C4003,BILL4003,80.85,5727.45
C4004,BILL4004,20.3,743.05
C4005,BILL4005,67.8,4804.65
C4006,BILL4006,24.05,24.05
C4007,BILL4007,19.8,1414.65
C4008,BILL4008,25.7,1443.65
C4009,BILL4009,56.15,2898.95
C4010,BILL4010,86.7,5309.5
C4011,BILL4011,20.4,20.4
C4012,BILL4012,19.65,451.55
C4013,BILL4013,50.55,50.55
C4014,BILL4014,54.35,117.05
C4015,BILL4015,108.1,5839.3
C4016,BILL4016,54.45,1893.5
C4017,BILL4017,45.35,45.35
C4018,BILL4018,59,1654.45
C4019,BILL4019,69.45,477.05
C4020,BILL4020,100.55,1415.55
C4021,BILL4021,64.95,4546
C4022,BILL4022,20.5,20.5
C4023,BILL4023,18.85,163.2
C4024,BILL4024,19.8,849.9
C4025,BILL4025,25.05,189.95
C4026,BILL4026,74.8,321.9
C4027,BILL4027,114.3,8058.55
C4028,BILL4028,24.45,482.8
C4029,BILL4029,109.2,7049.75
C4030,BILL4030,45.05,2560.1
C4031,BILL4031,51,286.8
C4032,BILL4032,110.45,7982.5
C4033,BILL4033,84.65,5683.6
C4034,BILL4034,60.05,3994.05
C4035,BILL4035,44.65,369.15
C4036,BILL4036,93.25,4631.7
C4037,BILL4037,20.25,401.95
C4038,BILL4038,25.45,1534.05
C4039,BILL4039,20.6,1093
C4040,BILL4040,94.1,701.3
C4041,BILL4041,34.8,1980.3
C4042,BILL4042,60.75,2893.4
C4043,BILL4043,51.35,262.3
C4044,BILL4044,64.05,3886.85
C4045,BILL4045,84.8,5917.55
C4046,BILL4046,71,914
C4047,BILL4047,50.15,2139.1
C4048,BILL4048,94.6,5948.7
C4049,BILL4049,59.75,3624.35
C4050,BILL4050,100.25,4753.85
C4051,BILL4051,98.9,5780.7
C4052,BILL4052,97.7,6869.7
C4053,BILL4053,40.3,1172.95
C4054,BILL4054,60.25,662.95
C4055,BILL4055,56.25,1765.95
C4056,BILL4056,46.2,2431.95
C4057,BILL4057,50.6,155.35
C4058,BILL4058,24.9,1859.2
C4059,BILL4059,84.85,3303.05
C4060,BILL4060,65.7,134.35
C4061,BILL4061,63.35,3409.1
C4062,BILL4062,50.1,709.5
C4063,BILL4063,70.5,70.5
C4064,BILL4064,94.85,953.45
C4065,BILL4065,50.15,50.15
C4066,BILL4066,19.75,19.75
C4067,BILL4067,64.65,3665.55
C4068,BILL4068,79.6,5515.8
C4069,BILL4069,19.5,272
C4070,BILL4070,99.55,6668
C4071,BILL4071,74,4052.4
C4072,BILL4072,38.9,664.4
C4073,BILL4073,79.55,718.55
C4074,BILL4074,65.45,937.6
C4075,BILL4075,98.7,5812.6
C4076,BILL4076,46.3,2546.85
C4077,BILL4077,99.35,6944.5
C4078,BILL4078,95.8,1346.3
C4079,BILL4079,67.5,1544.05
C4080,BILL4080,78.15,765.15
C4081,BILL4081,26.1,692.55
C4082,BILL4082,69.6,69.6
C4083,BILL4083,84.35,4059.35
C4084,BILL4084,100.2,6851.65
C4085,BILL4085,78.05,78.05
C4086,BILL4086,40.35,1187.05
C4087,BILL4087,79.2,5401.9
C4088,BILL4088,20.9,247
C4089,BILL4089,73.6,520
C4090,BILL4090,74.75,706.6
C4091,BILL4091,49.9,49.9
C4092,BILL4092,68.9,1370.35
C4093,BILL4093,20.25,20.25
C4094,BILL4094,76,2215.25
C4095,BILL4095,74,74
C4096,BILL4096,82.3,214.4
C4097,BILL4097,89.4,1871.15
C4098,BILL4098,99.15,6171.2
C4099,BILL4099,20.2,20.2
C4100,BILL4100,29.45,161.45
C4101,BILL4101,19.8,1013.2
C4102,BILL4102,59.15,336.7
C4103,BILL4103,44.75,333.65
C4104,BILL4104,90.8,6511.8
C4105,BILL4105,49.55,393.45
C4106,BILL4106,106.7,7009.5
C4107,BILL4107,93.55,2264.05
C4108,BILL4108,94.45,6921.7
C4109,BILL4109,19.45,600.25
C4110,BILL4110,25.05,56.35
C4111,BILL4111,67.95,4664.15
C4112,BILL4112,65.25,1441.8
C4113,BILL4113,99.45,5623.7
C4114,BILL4114,20.35,695.85
C4115,BILL4115,19.95,1028.75
C4116,BILL4116,77.4,4155.95
C4117,BILL4117,19.7,395.6
C4118,BILL4118,99.7,6330.4
C4119,BILL4119,74.8,2971.7
C4120,BILL4120,19.15,638
C4121,BILL4121,78.95,2034.25
C4122,BILL4122,95.55,2510.2
C4123,BILL4123,62.85,3419.5
C4124,BILL4124,71.55,2427.35
C4125,BILL4125,94.95,1760.25
C4126,BILL4126,86.1,3551.65
C4127,BILL4127,19.55,122.9
C4128,BILL4128,24.8,1424.2
C4129,BILL4129,39.3,2111.45
C4130,BILL4130,84.05,2909.95
C4131,BILL4131,36.25,374
C4132,BILL4132,20.25,20.25
C4133,BILL4133,23.9,300.8
C4134,BILL4134,98.6,5581.05
C4135,BILL4135,103.65,5676.65
C4136,BILL4136,92.9,3379.25
C4137,BILL4137,19.9,942.95
C4138,BILL4138,20.1,232.4
C4139,BILL4139,85.45,85.45
C4140,BILL4140,80.5,2088.45
C4141,BILL4141,99.9,6137
C4142,BILL4142,39.85,1434.6
C4143,BILL4143,60.5,3870
C4144,BILL4144,84.8,2043.45
C4145,BILL4145,103.85,2215
C4146,BILL4146,67.8,842.25
C4147,BILL4147,75.2,2576.2
C4148,BILL4148,24.85,1901
C4149,BILL4149,19.35,601.6
C4150,BILL4150,49.35,3515.25
C4151,BILL4151,89,605.45
C4152,BILL4152,55,3094.05
C4153,BILL4153,76.15,4929.55
C4154,BILL4154,20.3,595.05
C4155,BILL4155,74.9,469.8
C4156,BILL4156,117.35,8436.25
C4157,BILL4157,19.75,19.75
C4158,BILL4158,45.2,492
C4159,BILL4159,25.2,987.95
C4160,BILL4160,89.75,5496.9
C4161,BILL4161,75,1908.35
C4162,BILL4162,49.95,107.1
C4163,BILL4163,65.7,4575.35
C4164,BILL4164,67.05,4309.55
C4165,BILL4165,110.9,7922.75
C4166,BILL4166,87.95,522.35
C4167,BILL4167,19.8,587.7
C4168,BILL4168,75.7,3876.2
C4169,BILL4169,62.15,3778.85
C4170,BILL4170,101.25,1457.25
C4171,BILL4171,115.15,8349.45
C4172,BILL4172,18.95,185.6
C4173,BILL4173,19.5,19.5
C4174,BILL4174,86.55,1066.9
C4175,BILL4175,28.6,973.55
C4176,BILL4176,20.4,1226.45
C4177,BILL4177,19.8,342.3
C4178,BILL4178,45.65,985.05
C4179,BILL4179,56.4,3948.45
C4180,BILL4180,73.3,828.05
C4181,BILL4181,24.35,41.85
C4182,BILL4182,101.35,6164.7
C4183,BILL4183,98.65,2862.75
C4184,BILL4184,33.6,33.6
C4185,BILL4185,79.9,343.95
C4186,BILL4186,20.7,20.7
C4187,BILL4187,104.05,6590.5
C4188,BILL4188,20.25,717.95
C4189,BILL4189,103.3,2890.65
C4190,BILL4190,73.7,4885.85
C4191,BILL4191,96.2,1222.05
C4192,BILL4192,108.75,6871.7
C4193,BILL4193,20.15,405.6
C4194,BILL4194,19.75,208.25
C4195,BILL4195,25.95,1801.9
C4196,BILL4196,70.05,3062.45
C4197,BILL4197,24.05,1764.75
C4198,BILL4198,84.75,1816.75
C4199,BILL4199,23.05,1255.1
C4200,BILL4200,104.15,5743.05
C4201,BILL4201,59.95,3921.1
C4202,BILL4202,19.55,1463.45
C4203,BILL4203,19.6,189.45
C4204,BILL4204,20.05,96.8
C4205,BILL4205,85.55,408.5
